% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.302	1	6	31	3	20	28	549	0	0	0
0.302	1	6	31	3	20	28	549	0	0	1
0.303	1	2	31	4	90	28	549	0	0	0
0.303	1	2	31	4	90	28	549	0	0	1
0.304	1	15	31	5	92	28	549	0	0	0
0.304	1	15	31	5	92	28	549	0	0	1
0.305	1	9	31	6	65	28	549	0	0	0
0.305	1	9	31	6	65	28	549	0	0	1
0.306	1	10	31	7	31	28	549	0	0	0
0.306	1	10	31	7	31	28	549	0	0	1
0.307	1	14	31	8	72	28	549	0	0	0
0.307	1	14	31	8	72	28	549	0	0	1
0.308	1	1	31	9	39	28	549	0	0	0
0.308	1	1	31	9	39	28	549	0	0	1
0.309	1	5	31	10	78	28	549	0	0	0
0.309	1	5	31	10	78	28	549	0	0	1
0.31	1	4	32	1	44	28	549	0	0	0
0.31	1	4	32	1	44	28	549	0	0	1
0.311	1	11	32	2	1	28	549	0	0	0
0.311	1	11	32	2	1	28	549	0	0	1
0.312	1	8	32	3	83	28	549	0	0	0
0.312	1	8	32	3	83	28	549	0	0	1
0.313	1	7	32	4	52	28	549	0	0	0
0.313	1	7	32	4	52	28	549	0	0	1
0.314	1	3	32	5	10	28	549	0	0	0
0.314	1	3	32	5	10	28	549	0	0	1
0.315	1	13	32	6	87	28	549	0	0	0
0.315	1	13	32	6	87	28	549	0	0	1
0.316	1	12	32	7	59	28	549	0	0	0
0.316	1	12	32	7	59	28	549	0	0	1
0.317	1	6	32	8	20	28	549	0	0	0
0.317	1	6	32	8	20	28	549	0	0	1
0.318	1	2	32	9	90	28	549	0	0	0
0.318	1	2	32	9	90	28	549	0	0	1
0.319	1	15	32	10	92	28	549	0	0	0
0.319	1	15	32	10	92	28	549	0	0	1
0.32	1	9	33	1	65	28	549	0	0	0
0.32	1	9	33	1	65	28	549	0	0	1
0.321	1	10	33	2	31	28	549	0	0	0
0.321	1	10	33	2	31	28	549	0	0	1
0.322	1	14	33	3	72	28	549	0	0	0
0.322	1	14	33	3	72	28	549	0	0	1
0.323	1	1	33	4	39	28	549	0	0	0
0.323	1	1	33	4	39	28	549	0	0	1
0.324	1	5	33	5	78	28	549	0	0	0
0.324	1	5	33	5	78	28	549	0	0	1
0.325	1	4	33	6	44	28	549	0	0	0
0.325	1	4	33	6	44	28	549	0	0	1
0.326	1	11	33	7	1	28	549	0	0	0
0.326	1	11	33	7	1	28	549	0	0	1
0.327	1	8	33	8	83	28	549	0	0	0
0.327	1	8	33	8	83	28	549	0	0	1
0.328	1	7	33	9	52	28	549	0	0	0
0.328	1	7	33	9	52	28	549	0	0	1
0.329	1	3	33	10	10	28	549	0	0	0
0.329	1	3	33	10	10	28	549	0	0	1
0.33	1	13	34	1	87	28	549	0	0	0
0.33	1	13	34	1	87	28	549	0	0	1
0.331	1	12	34	2	59	28	549	0	0	0
0.331	1	12	34	2	59	28	549	0	0	1
0.332	1	6	34	3	20	28	549	0	0	0
0.332	1	6	34	3	20	28	549	0	0	1
0.333	1	2	34	4	90	28	549	0	0	0
0.333	1	2	34	4	90	28	549	0	0	1
0.334	1	15	34	5	92	28	549	0	0	0
0.334	1	15	34	5	92	28	549	0	0	1
0.335	1	9	34	6	65	28	549	0	0	0
0.335	1	9	34	6	65	28	549	0	0	1
0.336	1	10	34	7	31	28	549	0	0	0
0.336	1	10	34	7	31	28	549	0	0	1
0.337	1	14	34	8	72	28	549	0	0	0
0.337	1	14	34	8	72	28	549	0	0	1
0.338	1	1	34	9	39	28	549	0	0	0
0.338	1	1	34	9	39	28	549	0	0	1
0.339	1	5	34	10	78	28	549	0	0	0
0.339	1	5	34	10	78	28	549	0	0	1
0.34	1	4	35	1	44	28	549	0	0	0
0.34	1	4	35	1	44	28	549	0	0	1
0.341	1	11	35	2	1	28	549	0	0	0
0.341	1	11	35	2	1	28	549	0	0	1
0.342	1	8	35	3	83	28	549	0	0	0
0.342	1	8	35	3	83	28	549	0	0	1
0.343	1	7	35	4	52	28	549	0	0	0
0.343	1	7	35	4	52	28	549	0	0	1
0.344	1	3	35	5	10	28	549	0	0	0
0.344	1	3	35	5	10	28	549	0	0	1
0.345	1	13	35	6	87	28	549	0	0	0
0.345	1	13	35	6	87	28	549	0	0	1
0.346	1	12	35	7	59	28	549	0	0	0
0.346	1	12	35	7	59	28	549	0	0	1
0.347	1	6	35	8	20	28	549	0	0	0
0.347	1	6	35	8	20	28	549	0	0	1
0.348	1	2	35	9	90	28	549	0	0	0
0.348	1	2	35	9	90	28	549	0	0	1
0.349	1	15	35	10	92	28	549	0	0	0
0.349	1	15	35	10	92	28	549	0	0	1
0.35	1	9	36	1	65	28	549	0	0	0
0.35	1	9	36	1	65	28	549	0	0	1
0.351	1	10	36	2	31	28	549	0	0	0
0.351	1	10	36	2	31	28	549	0	0	1
0.352	1	14	36	3	72	28	549	0	0	0
0.352	1	14	36	3	72	28	549	0	0	1
0.353	1	1	36	4	39	28	549	0	0	0
0.353	1	1	36	4	39	28	549	0	0	1
0.354	1	5	36	5	78	28	549	0	0	0
0.354	1	5	36	5	78	28	549	0	0	1
0.355	1	4	36	6	44	28	549	0	0	0
0.355	1	4	36	6	44	28	549	0	0	1
0.356	1	11	36	7	1	28	549	0	0	0
0.356	1	11	36	7	1	28	549	0	0	1
0.357	1	8	36	8	83	28	549	0	0	0
0.357	1	8	36	8	83	28	549	0	0	1
0.358	1	7	36	9	52	28	549	0	0	0
0.358	1	7	36	9	52	28	549	0	0	1
0.359	1	3	36	10	10	28	549	0	0	0
0.359	1	3	36	10	10	28	549	0	0	1
0.36	1	13	37	1	87	28	549	0	0	0
0.36	1	13	37	1	87	28	549	0	0	1
0.361	1	12	37	2	59	28	549	0	0	0
0.361	1	12	37	2	59	28	549	0	0	1
0.362	1	6	37	3	20	28	549	0	0	0
0.362	1	6	37	3	20	28	549	0	0	1
0.363	1	2	37	4	90	28	549	0	0	0
0.363	1	2	37	4	90	28	549	0	0	1
0.364	1	15	37	5	92	28	549	0	0	0
0.364	1	15	37	5	92	28	549	0	0	1
0.365	1	9	37	6	65	28	549	0	0	0
0.365	1	9	37	6	65	28	549	0	0	1
0.366	1	10	37	7	31	28	549	0	0	0
0.366	1	10	37	7	31	28	549	0	0	1
0.367	1	14	37	8	72	28	549	0	0	0
0.367	1	14	37	8	72	28	549	0	0	1
0.368	1	1	37	9	39	28	549	0	0	0
0.368	1	1	37	9	39	28	549	0	0	1
0.369	1	5	37	10	78	28	549	0	0	0
0.369	1	5	37	10	78	28	549	0	0	1
0.37	1	4	38	1	44	28	549	0	0	0
0.37	1	4	38	1	44	28	549	0	0	1
0.371	1	11	38	2	1	28	549	0	0	0
0.371	1	11	38	2	1	28	549	0	0	1
0.372	1	8	38	3	83	28	549	0	0	0
0.372	1	8	38	3	83	28	549	0	0	1
0.373	1	7	38	4	52	28	549	0	0	0
0.373	1	7	38	4	52	28	549	0	0	1
0.374	1	3	38	5	10	28	549	0	0	0
0.374	1	3	38	5	10	28	549	0	0	1
0.375	1	13	38	6	87	28	549	0	0	0
0.375	1	13	38	6	87	28	549	0	0	1
0.376	1	12	38	7	59	28	549	0	0	0
0.376	1	12	38	7	59	28	549	0	0	1
0.377	1	6	38	8	20	28	549	0	0	0
0.377	1	6	38	8	20	28	549	0	0	1
0.378	1	2	38	9	90	28	549	0	0	0
0.378	1	2	38	9	90	28	549	0	0	1
0.379	1	15	38	10	92	28	549	0	0	0
0.379	1	15	38	10	92	28	549	0	0	1
0.38	1	9	39	1	65	28	549	0	0	0
0.38	1	9	39	1	65	28	549	0	0	1
0.381	1	10	39	2	31	28	549	0	0	0
0.381	1	10	39	2	31	28	549	0	0	1
0.382	1	14	39	3	72	28	549	0	0	0
0.382	1	14	39	3	72	28	549	0	0	1
0.383	1	1	39	4	39	28	549	0	0	0
0.383	1	1	39	4	39	28	549	0	0	1
0.384	1	5	39	5	78	28	549	0	0	0
0.384	1	5	39	5	78	28	549	0	0	1
0.385	1	4	39	6	44	28	549	0	0	0
0.385	1	4	39	6	44	28	549	0	0	1
0.386	1	11	39	7	1	28	549	0	0	0
0.386	1	11	39	7	1	28	549	0	0	1
0.387	1	8	39	8	83	28	549	0	0	0
0.387	1	8	39	8	83	28	549	0	0	1
0.388	1	7	39	9	52	28	549	0	0	0
0.388	1	7	39	9	52	28	549	0	0	1
0.389	1	3	39	10	10	28	549	0	0	0
0.389	1	3	39	10	10	28	549	0	0	1
0.39	1	13	40	1	87	28	549	0	0	0
0.39	1	13	40	1	87	28	549	0	0	1
0.391	1	12	40	2	59	28	549	0	0	0
0.391	1	12	40	2	59	28	549	0	0	1
0.392	1	6	40	3	20	28	549	0	0	0
0.392	1	6	40	3	20	28	549	0	0	1
0.393	1	2	40	4	90	28	549	0	0	0
0.393	1	2	40	4	90	28	549	0	0	1
0.394	1	15	40	5	92	28	549	0	0	0
0.394	1	15	40	5	92	28	549	0	0	1
0.395	1	9	40	6	65	28	549	0	0	0
0.395	1	9	40	6	65	28	549	0	0	1
0.396	1	10	40	7	31	28	549	0	0	0
0.396	1	10	40	7	31	28	549	0	0	1
0.397	1	14	40	8	72	28	549	0	0	0
0.397	1	14	40	8	72	28	549	0	0	1
0.398	1	1	40	9	39	28	549	0	0	0
0.398	1	1	40	9	39	28	549	0	0	1
0.399	1	5	40	10	78	28	549	0	0	0
0.399	1	5	40	10	78	28	549	0	0	1
0.4	1	4	41	1	44	28	549	0	0	0
0.4	1	4	41	1	44	28	549	0	0	1
0.401	1	11	41	2	1	28	549	0	0	0
0.401	1	11	41	2	1	28	549	0	0	1
0.402	1	8	41	3	83	28	549	0	0	0
0.402	1	8	41	3	83	28	549	0	0	1
0.403	1	7	41	4	52	28	549	0	0	0
0.403	1	7	41	4	52	28	549	0	0	1
0.404	1	3	41	5	10	28	549	0	0	0
0.404	1	3	41	5	10	28	549	0	0	1
0.405	1	13	41	6	87	28	549	0	0	0
0.405	1	13	41	6	87	28	549	0	0	1
0.406	1	12	41	7	59	28	549	0	0	0
0.406	1	12	41	7	59	28	549	0	0	1
0.407	1	6	41	8	20	28	549	0	0	0
0.407	1	6	41	8	20	28	549	0	0	1
0.408	1	2	41	9	90	28	549	0	0	0
0.408	1	2	41	9	90	28	549	0	0	1
0.409	1	15	41	10	92	28	549	0	0	0
0.409	1	15	41	10	92	28	549	0	0	1
0.41	1	9	42	1	65	28	549	0	0	0
0.41	1	9	42	1	65	28	549	0	0	1
0.411	1	10	42	2	31	28	549	0	0	0
0.411	1	10	42	2	31	28	549	0	0	1
0.412	1	14	42	3	72	28	549	0	0	0
0.412	1	14	42	3	72	28	549	0	0	1
0.413	1	1	42	4	39	28	549	0	0	0
0.413	1	1	42	4	39	28	549	0	0	1
0.414	1	5	42	5	78	28	549	0	0	0
0.414	1	5	42	5	78	28	549	0	0	1
0.415	1	4	42	6	44	28	549	0	0	0
0.415	1	4	42	6	44	28	549	0	0	1
0.416	1	11	42	7	1	28	549	0	0	0
0.416	1	11	42	7	1	28	549	0	0	1
0.417	1	8	42	8	83	28	549	0	0	0
0.417	1	8	42	8	83	28	549	0	0	1
0.418	1	7	42	9	52	28	549	0	0	0
0.418	1	7	42	9	52	28	549	0	0	1
0.419	1	3	42	10	10	28	549	0	0	0
0.419	1	3	42	10	10	28	549	0	0	1
0.42	1	13	43	1	87	28	549	0	0	0
0.42	1	13	43	1	87	28	549	0	0	1
0.421	1	12	43	2	59	28	549	0	0	0
0.421	1	12	43	2	59	28	549	0	0	1
0.422	1	6	43	3	20	28	549	0	0	0
0.422	1	6	43	3	20	28	549	0	0	1
0.423	1	2	43	4	90	28	549	0	0	0
0.423	1	2	43	4	90	28	549	0	0	1
0.424	1	15	43	5	92	28	549	0	0	0
0.424	1	15	43	5	92	28	549	0	0	1
0.425	1	9	43	6	65	28	549	0	0	0
0.425	1	9	43	6	65	28	549	0	0	1
0.426	1	10	43	7	31	28	549	0	0	0
0.426	1	10	43	7	31	28	549	0	0	1
0.427	1	14	43	8	72	28	549	0	0	0
0.427	1	14	43	8	72	28	549	0	0	1
0.428	1	1	43	9	39	28	549	0	0	0
0.428	1	1	43	9	39	28	549	0	0	1
0.429	1	5	43	10	78	28	549	0	0	0
0.429	1	5	43	10	78	28	549	0	0	1
0.43	1	4	44	1	44	28	549	0	0	0
0.43	1	4	44	1	44	28	549	0	0	1
0.431	1	11	44	2	1	28	549	0	0	0
0.431	1	11	44	2	1	28	549	0	0	1
0.432	1	8	44	3	83	28	549	0	0	0
0.432	1	8	44	3	83	28	549	0	0	1
0.433	1	7	44	4	52	28	549	0	0	0
0.433	1	7	44	4	52	28	549	0	0	1
0.434	1	3	44	5	10	28	549	0	0	0
0.434	1	3	44	5	10	28	549	0	0	1
0.435	1	13	44	6	87	28	549	0	0	0
0.435	1	13	44	6	87	28	549	0	0	1
0.436	1	12	44	7	59	28	549	0	0	0
0.436	1	12	44	7	59	28	549	0	0	1
0.437	1	6	44	8	20	28	549	0	0	0
0.437	1	6	44	8	20	28	549	0	0	1
0.438	1	2	44	9	90	28	549	0	0	0
0.438	1	2	44	9	90	28	549	0	0	1
0.439	1	15	44	10	92	28	549	0	0	0
0.439	1	15	44	10	92	28	549	0	0	1
0.44	1	9	45	1	65	28	549	0	0	0
0.44	1	9	45	1	65	28	549	0	0	1
0.441	1	10	45	2	31	28	549	0	0	0
0.441	1	10	45	2	31	28	549	0	0	1
0.442	1	14	45	3	72	28	549	0	0	0
0.442	1	14	45	3	72	28	549	0	0	1
0.443	1	1	45	4	39	28	549	0	0	0
0.443	1	1	45	4	39	28	549	0	0	1
0.444	1	5	45	5	78	28	549	0	0	0
0.444	1	5	45	5	78	28	549	0	0	1
0.445	1	4	45	6	44	28	549	0	0	0
0.445	1	4	45	6	44	28	549	0	0	1
0.446	1	11	45	7	1	28	549	0	0	0
0.446	1	11	45	7	1	28	549	0	0	1
0.447	1	8	45	8	83	28	549	0	0	0
0.447	1	8	45	8	83	28	549	0	0	1
0.448	1	7	45	9	52	28	549	0	0	0
0.448	1	7	45	9	52	28	549	0	0	1
0.449	1	3	45	10	10	28	549	0	0	0
0.449	1	3	45	10	10	28	549	0	0	1
0.45	1	13	46	1	87	28	549	0	0	0
0.45	1	13	46	1	87	28	549	0	0	1
0.451	1	12	46	2	59	28	549	0	0	0
0.451	1	12	46	2	59	28	549	0	0	1
0.452	1	6	46	3	20	28	549	0	0	0
0.452	1	6	46	3	20	28	549	0	0	1
0.453	1	2	46	4	90	28	549	0	0	0
0.453	1	2	46	4	90	28	549	0	0	1
0.454	1	15	46	5	92	28	549	0	0	0
0.454	1	15	46	5	92	28	549	0	0	1
0.455	1	9	46	6	65	28	549	0	0	0
0.455	1	9	46	6	65	28	549	0	0	1
0.456	1	10	46	7	31	28	549	0	0	0
0.456	1	10	46	7	31	28	549	0	0	1
0.457	1	14	46	8	72	28	549	0	0	0
0.457	1	14	46	8	72	28	549	0	0	1
0.458	1	1	46	9	39	28	549	0	0	0
0.458	1	1	46	9	39	28	549	0	0	1
0.459	1	5	46	10	78	28	549	0	0	0
0.459	1	5	46	10	78	28	549	0	0	1
0.46	1	4	47	1	44	28	549	0	0	0
0.46	1	4	47	1	44	28	549	0	0	1
0.461	1	11	47	2	1	28	549	0	0	0
0.461	1	11	47	2	1	28	549	0	0	1
0.462	1	8	47	3	83	28	549	0	0	0
0.462	1	8	47	3	83	28	549	0	0	1
0.463	1	7	47	4	52	28	549	0	0	0
0.463	1	7	47	4	52	28	549	0	0	1
0.464	1	3	47	5	10	28	549	0	0	0
0.464	1	3	47	5	10	28	549	0	0	1
0.465	1	13	47	6	87	28	549	0	0	0
0.465	1	13	47	6	87	28	549	0	0	1
0.466	1	12	47	7	59	28	549	0	0	0
0.466	1	12	47	7	59	28	549	0	0	1
0.467	1	6	47	8	20	28	549	0	0	0
0.467	1	6	47	8	20	28	549	0	0	1
0.468	1	2	47	9	90	28	549	0	0	0
0.468	1	2	47	9	90	28	549	0	0	1
0.469	1	15	47	10	92	28	549	0	0	0
0.469	1	15	47	10	92	28	549	0	0	1
0.47	1	9	48	1	65	28	549	0	0	0
0.47	1	9	48	1	65	28	549	0	0	1
0.471	1	10	48	2	31	28	549	0	0	0
0.471	1	10	48	2	31	28	549	0	0	1
0.472	1	14	48	3	72	28	549	0	0	0
0.472	1	14	48	3	72	28	549	0	0	1
0.473	1	1	48	4	39	28	549	0	0	0
0.473	1	1	48	4	39	28	549	0	0	1
0.474	1	5	48	5	78	28	549	0	0	0
0.474	1	5	48	5	78	28	549	0	0	1
0.475	1	4	48	6	44	28	549	0	0	0
0.475	1	4	48	6	44	28	549	0	0	1
0.476	1	11	48	7	1	28	549	0	0	0
0.476	1	11	48	7	1	28	549	0	0	1
0.477	1	8	48	8	83	28	549	0	0	0
0.477	1	8	48	8	83	28	549	0	0	1
0.478	1	7	48	9	52	28	549	0	0	0
0.478	1	7	48	9	52	28	549	0	0	1
0.479	1	3	48	10	10	28	549	0	0	0
0.479	1	3	48	10	10	28	549	0	0	1
0.48	1	13	49	1	87	28	549	0	0	0
0.48	1	13	49	1	87	28	549	0	0	1
0.481	1	12	49	2	59	28	549	0	0	0
0.481	1	12	49	2	59	28	549	0	0	1
0.482	1	6	49	3	20	28	549	0	0	0
0.482	1	6	49	3	20	28	549	0	0	1
0.483	1	2	49	4	90	28	549	0	0	0
0.483	1	2	49	4	90	28	549	0	0	1
0.484	1	15	49	5	92	28	549	0	0	0
0.484	1	15	49	5	92	28	549	0	0	1
0.485	1	9	49	6	65	28	549	0	0	0
0.485	1	9	49	6	65	28	549	0	0	1
0.486	1	10	49	7	31	28	549	0	0	0
0.486	1	10	49	7	31	28	549	0	0	1
0.487	1	14	49	8	72	28	549	0	0	0
0.487	1	14	49	8	72	28	549	0	0	1
0.488	1	1	49	9	39	28	549	0	0	0
0.488	1	1	49	9	39	28	549	0	0	1
0.489	1	5	49	10	78	28	549	0	0	0
0.489	1	5	49	10	78	28	549	0	0	1
0.49	1	4	50	1	44	28	549	0	0	0
0.49	1	4	50	1	44	28	549	0	0	1
0.491	1	11	50	2	1	28	549	0	0	0
0.491	1	11	50	2	1	28	549	0	0	1
0.492	1	8	50	3	83	28	549	0	0	0
0.492	1	8	50	3	83	28	549	0	0	1
0.493	1	7	50	4	52	28	549	0	0	0
0.493	1	7	50	4	52	28	549	0	0	1
0.494	1	3	50	5	10	28	549	0	0	0
0.494	1	3	50	5	10	28	549	0	0	1
0.495	1	13	50	6	87	28	549	0	0	0
0.495	1	13	50	6	87	28	549	0	0	1
0.496	1	12	50	7	59	28	549	0	0	0
0.496	1	12	50	7	59	28	549	0	0	1
0.497	1	6	50	8	20	28	549	0	0	0
0.497	1	6	50	8	20	28	549	0	0	1
0.498	1	2	50	9	90	28	549	0	0	0
0.498	1	2	50	9	90	28	549	0	0	1
0.499	1	15	50	10	92	28	549	0	0	0
0.499	1	15	50	10	92	28	549	0	0	1
0.5	1	9	51	1	65	28	549	0	0	0
0.5	1	9	51	1	65	28	549	0	0	1
0.501	1	10	51	2	31	28	549	0	0	0
0.501	1	10	51	2	31	28	549	0	0	1
0.502	1	14	51	3	72	28	549	0	0	0
0.502	1	14	51	3	72	28	549	0	0	1
0.503	1	1	51	4	39	28	549	0	0	0
0.503	1	1	51	4	39	28	549	0	0	1
0.504	1	5	51	5	78	28	549	0	0	0
0.504	1	5	51	5	78	28	549	0	0	1
0.505	1	4	51	6	44	28	549	0	0	0
0.505	1	4	51	6	44	28	549	0	0	1
0.506	1	11	51	7	1	28	549	0	0	0
0.506	1	11	51	7	1	28	549	0	0	1
0.507	1	8	51	8	83	28	549	0	0	0
0.507	1	8	51	8	83	28	549	0	0	1
0.508	1	7	51	9	52	28	549	0	0	0
0.508	1	7	51	9	52	28	549	0	0	1
0.509	1	3	51	10	10	28	549	0	0	0
0.509	1	3	51	10	10	28	549	0	0	1
0.51	1	13	52	1	87	28	549	0	0	0
0.51	1	13	52	1	87	28	549	0	0	1
0.511	1	12	52	2	59	28	549	0	0	0
0.511	1	12	52	2	59	28	549	0	0	1
0.512	1	6	52	3	20	28	549	0	0	0
0.512	1	6	52	3	20	28	549	0	0	1
0.513	1	2	52	4	90	28	549	0	0	0
0.513	1	2	52	4	90	28	549	0	0	1
0.514	1	15	52	5	92	28	549	0	0	0
0.514	1	15	52	5	92	28	549	0	0	1
0.515	1	9	52	6	65	28	549	0	0	0
0.515	1	9	52	6	65	28	549	0	0	1
0.516	1	10	52	7	31	28	549	0	0	0
0.516	1	10	52	7	31	28	549	0	0	1
0.517	1	14	52	8	72	28	549	0	0	0
0.517	1	14	52	8	72	28	549	0	0	1
0.518	1	1	52	9	39	28	549	0	0	0
0.518	1	1	52	9	39	28	549	0	0	1
0.519	1	5	52	10	78	28	549	0	0	0
0.519	1	5	52	10	78	28	549	0	0	1
0.52	1	4	53	1	44	28	549	0	0	0
0.52	1	4	53	1	44	28	549	0	0	1
0.521	1	11	53	2	1	28	549	0	0	0
0.521	1	11	53	2	1	28	549	0	0	1
0.522	1	8	53	3	83	28	549	0	0	0
0.522	1	8	53	3	83	28	549	0	0	1
0.523	1	7	53	4	52	28	549	0	0	0
0.523	1	7	53	4	52	28	549	0	0	1
0.524	1	3	53	5	10	28	549	0	0	0
0.524	1	3	53	5	10	28	549	0	0	1
0.525	1	13	53	6	87	28	549	0	0	0
0.525	1	13	53	6	87	28	549	0	0	1
0.526	1	12	53	7	59	28	549	0	0	0
0.526	1	12	53	7	59	28	549	0	0	1
0.527	1	6	53	8	20	28	549	0	0	0
0.527	1	6	53	8	20	28	549	0	0	1
0.528	1	2	53	9	90	28	549	0	0	0
0.528	1	2	53	9	90	28	549	0	0	1
0.529	1	15	53	10	92	28	549	0	0	0
0.529	1	15	53	10	92	28	549	0	0	1
0.53	1	9	54	1	65	28	549	0	0	0
0.53	1	9	54	1	65	28	549	0	0	1
0.531	1	10	54	2	31	28	549	0	0	0
0.531	1	10	54	2	31	28	549	0	0	1
0.532	1	14	54	3	72	28	549	0	0	0
0.532	1	14	54	3	72	28	549	0	0	1
0.533	1	1	54	4	39	28	549	0	0	0
0.533	1	1	54	4	39	28	549	0	0	1
0.534	1	5	54	5	78	28	549	0	0	0
0.534	1	5	54	5	78	28	549	0	0	1
0.535	1	4	54	6	44	28	549	0	0	0
0.535	1	4	54	6	44	28	549	0	0	1
0.536	1	11	54	7	1	28	549	0	0	0
0.536	1	11	54	7	1	28	549	0	0	1
0.537	1	8	54	8	83	28	549	0	0	0
0.537	1	8	54	8	83	28	549	0	0	1
0.538	1	7	54	9	52	28	549	0	0	0
0.538	1	7	54	9	52	28	549	0	0	1
0.539	1	3	54	10	10	28	549	0	0	0
0.539	1	3	54	10	10	28	549	0	0	1
0.54	1	13	55	1	87	28	549	0	0	0
0.54	1	13	55	1	87	28	549	0	0	1
0.541	1	12	55	2	59	28	549	0	0	0
0.541	1	12	55	2	59	28	549	0	0	1
0.542	1	6	55	3	20	28	549	0	0	0
0.542	1	6	55	3	20	28	549	0	0	1
0.543	1	2	55	4	90	28	549	0	0	0
0.543	1	2	55	4	90	28	549	0	0	1
0.544	1	15	55	5	92	28	549	0	0	0
0.544	1	15	55	5	92	28	549	0	0	1
0.545	1	9	55	6	65	28	549	0	0	0
0.545	1	9	55	6	65	28	549	0	0	1
0.546	1	10	55	7	31	28	549	0	0	0
0.546	1	10	55	7	31	28	549	0	0	1
0.547	1	14	55	8	72	28	549	0	0	0
0.547	1	14	55	8	72	28	549	0	0	1
0.548	1	1	55	9	39	28	549	0	0	0
0.548	1	1	55	9	39	28	549	0	0	1
0.549	1	5	55	10	78	28	549	0	0	0
0.549	1	5	55	10	78	28	549	0	0	1
0.55	1	4	56	1	44	28	549	0	0	0
0.55	1	4	56	1	44	28	549	0	0	1
0.551	1	11	56	2	1	28	549	0	0	0
0.551	1	11	56	2	1	28	549	0	0	1
0.552	1	8	56	3	83	28	549	0	0	0
0.552	1	8	56	3	83	28	549	0	0	1
0.553	1	7	56	4	52	28	549	0	0	0
0.553	1	7	56	4	52	28	549	0	0	1
0.554	1	3	56	5	10	28	549	0	0	0
0.554	1	3	56	5	10	28	549	0	0	1
0.555	1	13	56	6	87	28	549	0	0	0
0.555	1	13	56	6	87	28	549	0	0	1
0.556	1	12	56	7	59	28	549	0	0	0
0.556	1	12	56	7	59	28	549	0	0	1
0.557	1	6	56	8	20	28	549	0	0	0
0.557	1	6	56	8	20	28	549	0	0	1
0.558	1	2	56	9	90	28	549	0	0	0
0.558	1	2	56	9	90	28	549	0	0	1
0.559	1	15	56	10	92	28	549	0	0	0
0.559	1	15	56	10	92	28	549	0	0	1
0.56	1	9	57	1	65	28	549	0	0	0
0.56	1	9	57	1	65	28	549	0	0	1
0.561	1	10	57	2	31	28	549	0	0	0
0.561	1	10	57	2	31	28	549	0	0	1
0.562	1	14	57	3	72	28	549	0	0	0
0.562	1	14	57	3	72	28	549	0	0	1
0.563	1	1	57	4	39	28	549	0	0	0
0.563	1	1	57	4	39	28	549	0	0	1
0.564	1	5	57	5	78	28	549	0	0	0
0.564	1	5	57	5	78	28	549	0	0	1
0.565	1	4	57	6	44	28	549	0	0	0
0.565	1	4	57	6	44	28	549	0	0	1
0.566	1	11	57	7	1	28	549	0	0	0
0.566	1	11	57	7	1	28	549	0	0	1
0.567	1	8	57	8	83	28	549	0	0	0
0.567	1	8	57	8	83	28	549	0	0	1
0.568	1	7	57	9	52	28	549	0	0	0
0.568	1	7	57	9	52	28	549	0	0	1
0.569	1	3	57	10	10	28	549	0	0	0
0.569	1	3	57	10	10	28	549	0	0	1
0.57	1	13	58	1	87	28	549	0	0	0
0.57	1	13	58	1	87	28	549	0	0	1
0.571	1	12	58	2	59	28	549	0	0	0
0.571	1	12	58	2	59	28	549	0	0	1
0.572	1	6	58	3	20	28	549	0	0	0
0.572	1	6	58	3	20	28	549	0	0	1
0.573	1	2	58	4	90	28	549	0	0	0
0.573	1	2	58	4	90	28	549	0	0	1
0.574	1	15	58	5	92	28	549	0	0	0
0.574	1	15	58	5	92	28	549	0	0	1
0.575	1	9	58	6	65	28	549	0	0	0
0.575	1	9	58	6	65	28	549	0	0	1
0.576	1	10	58	7	31	28	549	0	0	0
0.576	1	10	58	7	31	28	549	0	0	1
0.577	1	14	58	8	72	28	549	0	0	0
0.577	1	14	58	8	72	28	549	0	0	1
0.578	1	1	58	9	39	28	549	0	0	0
0.578	1	1	58	9	39	28	549	0	0	1
0.579	1	5	58	10	78	28	549	0	0	0
0.579	1	5	58	10	78	28	549	0	0	1
0.58	1	4	59	1	44	28	549	0	0	0
0.58	1	4	59	1	44	28	549	0	0	1
0.581	1	11	59	2	1	28	549	0	0	0
0.581	1	11	59	2	1	28	549	0	0	1
0.582	1	8	59	3	83	28	549	0	0	0
0.582	1	8	59	3	83	28	549	0	0	1
0.583	1	7	59	4	52	28	549	0	0	0
0.583	1	7	59	4	52	28	549	0	0	1
0.584	1	3	59	5	10	28	549	0	0	0
0.584	1	3	59	5	10	28	549	0	0	1
0.585	1	13	59	6	87	28	549	0	0	0
0.585	1	13	59	6	87	28	549	0	0	1
0.586	1	12	59	7	59	28	549	0	0	0
0.586	1	12	59	7	59	28	549	0	0	1
0.587	1	6	59	8	20	28	549	0	0	0
0.587	1	6	59	8	20	28	549	0	0	1
0.588	1	2	59	9	90	28	549	0	0	0
0.588	1	2	59	9	90	28	549	0	0	1
0.589	1	15	59	10	92	28	549	0	0	0
0.589	1	15	59	10	92	28	549	0	0	1
0.59	1	9	60	1	65	28	549	0	0	0
0.59	1	9	60	1	65	28	549	0	0	1
0.591	1	10	60	2	31	28	549	0	0	0
0.591	1	10	60	2	31	28	549	0	0	1
0.592	1	14	60	3	72	28	549	0	0	0
