% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.592	1	14	60	3	72	28	549	0	0	1
0.593	1	1	60	4	39	28	549	0	0	0
0.593	1	1	60	4	39	28	549	0	0	1
0.594	1	5	60	5	78	28	549	0	0	0
0.594	1	5	60	5	78	28	549	0	0	1
0.595	1	4	60	6	44	28	549	0	0	0
0.595	1	4	60	6	44	28	549	0	0	1
0.596	1	11	60	7	1	28	549	0	0	0
0.596	1	11	60	7	1	28	549	0	0	1
0.597	1	8	60	8	83	28	549	0	0	0
0.597	1	8	60	8	83	28	549	0	0	1
0.598	1	7	60	9	52	28	549	0	0	0
0.598	1	7	60	9	52	28	549	0	0	1
0.599	1	3	60	10	10	28	549	0	0	0
0.599	1	3	60	10	10	28	549	0	0	1
0.6	1	13	61	1	87	28	549	0	0	0
0.6	1	13	61	1	87	28	549	0	0	1
0.601	1	12	61	2	59	28	549	0	0	0
0.601	1	12	61	2	59	28	549	0	0	1
0.602	1	6	61	3	20	28	549	0	0	0
0.602	1	6	61	3	20	28	549	0	0	1
0.603	1	2	61	4	90	28	549	0	0	0
0.603	1	2	61	4	90	28	549	0	0	1
0.604	1	15	61	5	92	28	549	0	0	0
0.604	1	15	61	5	92	28	549	0	0	1
0.605	1	9	61	6	65	28	549	0	0	0
0.605	1	9	61	6	65	28	549	0	0	1
0.606	1	10	61	7	31	28	549	0	0	0
0.606	1	10	61	7	31	28	549	0	0	1
0.607	1	14	61	8	72	28	549	0	0	0
0.607	1	14	61	8	72	28	549	0	0	1
0.608	1	1	61	9	39	28	549	0	0	0
0.608	1	1	61	9	39	28	549	0	0	1
0.609	1	5	61	10	78	28	549	0	0	0
0.609	1	5	61	10	78	28	549	0	0	1
0.61	1	4	62	1	44	28	549	0	0	0
0.61	1	4	62	1	44	28	549	0	0	1
0.611	1	11	62	2	1	28	549	0	0	0
0.611	1	11	62	2	1	28	549	0	0	1
0.612	1	8	62	3	83	28	549	0	0	0
0.612	1	8	62	3	83	28	549	0	0	1
0.613	1	7	62	4	52	28	549	0	0	0
0.613	1	7	62	4	52	28	549	0	0	1
0.614	1	3	62	5	10	28	549	0	0	0
0.614	1	3	62	5	10	28	549	0	0	1
0.615	1	13	62	6	87	28	549	0	0	0
0.615	1	13	62	6	87	28	549	0	0	1
0.616	1	12	62	7	59	28	549	0	0	0
0.616	1	12	62	7	59	28	549	0	0	1
0.617	1	6	62	8	20	28	549	0	0	0
0.617	1	6	62	8	20	28	549	0	0	1
0.618	1	2	62	9	90	28	549	0	0	0
0.618	1	2	62	9	90	28	549	0	0	1
0.619	1	15	62	10	92	28	549	0	0	0
0.619	1	15	62	10	92	28	549	0	0	1
0.62	1	9	63	1	65	28	549	0	0	0
0.62	1	9	63	1	65	28	549	0	0	1
0.621	1	10	63	2	31	28	549	0	0	0
0.621	1	10	63	2	31	28	549	0	0	1
0.622	1	14	63	3	72	28	549	0	0	0
0.622	1	14	63	3	72	28	549	0	0	1
0.623	1	1	63	4	39	28	549	0	0	0
0.623	1	1	63	4	39	28	549	0	0	1
0.624	1	5	63	5	78	28	549	0	0	0
0.624	1	5	63	5	78	28	549	0	0	1
0.625	1	4	63	6	44	28	549	0	0	0
0.625	1	4	63	6	44	28	549	0	0	1
0.626	1	11	63	7	1	28	549	0	0	0
0.626	1	11	63	7	1	28	549	0	0	1
0.627	1	8	63	8	83	28	549	0	0	0
0.627	1	8	63	8	83	28	549	0	0	1
0.628	1	7	63	9	52	28	549	0	0	0
0.628	1	7	63	9	52	28	549	0	0	1
0.629	1	3	63	10	10	28	549	0	0	0
0.629	1	3	63	10	10	28	549	0	0	1
0.63	1	13	64	1	87	28	549	0	0	0
0.63	1	13	64	1	87	28	549	0	0	1
0.631	1	12	64	2	59	28	549	0	0	0
0.631	1	12	64	2	59	28	549	0	0	1
0.632	1	6	64	3	20	28	549	0	0	0
0.632	1	6	64	3	20	28	549	0	0	1
0.633	1	2	64	4	90	28	549	0	0	0
0.633	1	2	64	4	90	28	549	0	0	1
0.634	1	15	64	5	92	28	549	0	0	0
0.634	1	15	64	5	92	28	549	0	0	1
0.635	1	9	64	6	65	28	549	0	0	0
0.635	1	9	64	6	65	28	549	0	0	1
0.636	1	10	64	7	31	28	549	0	0	0
0.636	1	10	64	7	31	28	549	0	0	1
0.637	1	14	64	8	72	28	549	0	0	0
0.637	1	14	64	8	72	28	549	0	0	1
0.638	1	1	64	9	39	28	549	0	0	0
0.638	1	1	64	9	39	28	549	0	0	1
0.639	1	5	64	10	78	28	549	0	0	0
0.639	1	5	64	10	78	28	549	0	0	1
0.64	1	4	65	1	44	28	549	0	0	0
0.64	1	4	65	1	44	28	549	0	0	1
0.641	1	11	65	2	1	28	549	0	0	0
0.641	1	11	65	2	1	28	549	0	0	1
0.642	1	8	65	3	83	28	549	0	0	0
0.642	1	8	65	3	83	28	549	0	0	1
0.643	1	7	65	4	52	28	549	0	0	0
0.643	1	7	65	4	52	28	549	0	0	1
0.644	1	3	65	5	10	28	549	0	0	0
0.644	1	3	65	5	10	28	549	0	0	1
0.645	1	13	65	6	87	28	549	0	0	0
0.645	1	13	65	6	87	28	549	0	0	1
0.646	1	12	65	7	59	28	549	0	0	0
0.646	1	12	65	7	59	28	549	0	0	1
0.647	1	6	65	8	20	28	549	0	0	0
0.647	1	6	65	8	20	28	549	0	0	1
0.648	1	2	65	9	90	28	549	0	0	0
0.648	1	2	65	9	90	28	549	0	0	1
0.649	1	15	65	10	92	28	549	0	0	0
0.649	1	15	65	10	92	28	549	0	0	1
0.65	1	9	66	1	65	28	549	0	0	0
0.65	1	9	66	1	65	28	549	0	0	1
0.651	1	10	66	2	31	28	549	0	0	0
0.651	1	10	66	2	31	28	549	0	0	1
0.652	1	14	66	3	72	28	549	0	0	0
0.652	1	14	66	3	72	28	549	0	0	1
0.653	1	1	66	4	39	28	549	0	0	0
0.653	1	1	66	4	39	28	549	0	0	1
0.654	1	5	66	5	78	28	549	0	0	0
0.654	1	5	66	5	78	28	549	0	0	1
0.655	1	4	66	6	44	28	549	0	0	0
0.655	1	4	66	6	44	28	549	0	0	1
0.656	1	11	66	7	1	28	549	0	0	0
0.656	1	11	66	7	1	28	549	0	0	1
0.657	1	8	66	8	83	28	549	0	0	0
0.657	1	8	66	8	83	28	549	0	0	1
0.658	1	7	66	9	52	28	549	0	0	0
0.658	1	7	66	9	52	28	549	0	0	1
0.659	1	3	66	10	10	28	549	0	0	0
0.659	1	3	66	10	10	28	549	0	0	1
0.66	1	13	67	1	87	28	549	0	0	0
0.66	1	13	67	1	87	28	549	0	0	1
0.661	1	12	67	2	59	28	549	0	0	0
0.661	1	12	67	2	59	28	549	0	0	1
0.662	1	6	67	3	20	28	549	0	0	0
0.662	1	6	67	3	20	28	549	0	0	1
0.663	1	2	67	4	90	28	549	0	0	0
0.663	1	2	67	4	90	28	549	0	0	1
0.664	1	15	67	5	92	28	549	0	0	0
0.664	1	15	67	5	92	28	549	0	0	1
0.665	1	9	67	6	65	28	549	0	0	0
0.665	1	9	67	6	65	28	549	0	0	1
0.666	1	10	67	7	31	28	549	0	0	0
0.666	1	10	67	7	31	28	549	0	0	1
0.667	1	14	67	8	72	28	549	0	0	0
0.667	1	14	67	8	72	28	549	0	0	1
0.668	1	1	67	9	39	28	549	0	0	0
0.668	1	1	67	9	39	28	549	0	0	1
0.669	1	5	67	10	78	28	549	0	0	0
0.669	1	5	67	10	78	28	549	0	0	1
0.67	1	4	68	1	44	28	549	0	0	0
0.67	1	4	68	1	44	28	549	0	0	1
0.671	1	11	68	2	1	28	549	0	0	0
0.671	1	11	68	2	1	28	549	0	0	1
0.672	1	8	68	3	83	28	549	0	0	0
0.672	1	8	68	3	83	28	549	0	0	1
0.673	1	7	68	4	52	28	549	0	0	0
0.673	1	7	68	4	52	28	549	0	0	1
0.674	1	3	68	5	10	28	549	0	0	0
0.674	1	3	68	5	10	28	549	0	0	1
0.675	1	13	68	6	87	28	549	0	0	0
0.675	1	13	68	6	87	28	549	0	0	1
0.676	1	12	68	7	59	28	549	0	0	0
0.676	1	12	68	7	59	28	549	0	0	1
0.677	1	6	68	8	20	28	549	0	0	0
0.677	1	6	68	8	20	28	549	0	0	1
0.678	1	2	68	9	90	28	549	0	0	0
0.678	1	2	68	9	90	28	549	0	0	1
0.679	1	15	68	10	92	28	549	0	0	0
0.679	1	15	68	10	92	28	549	0	0	1
0.68	1	9	69	1	65	28	549	0	0	0
0.68	1	9	69	1	65	28	549	0	0	1
0.681	1	10	69	2	31	28	549	0	0	0
0.681	1	10	69	2	31	28	549	0	0	1
0.682	1	14	69	3	72	28	549	0	0	0
0.682	1	14	69	3	72	28	549	0	0	1
0.683	1	1	69	4	39	28	549	0	0	0
0.683	1	1	69	4	39	28	549	0	0	1
0.684	1	5	69	5	78	28	549	0	0	0
0.684	1	5	69	5	78	28	549	0	0	1
0.685	1	4	69	6	44	28	549	0	0	0
0.685	1	4	69	6	44	28	549	0	0	1
0.686	1	11	69	7	1	28	549	0	0	0
0.686	1	11	69	7	1	28	549	0	0	1
0.687	1	8	69	8	83	28	549	0	0	0
0.687	1	8	69	8	83	28	549	0	0	1
0.688	1	7	69	9	52	28	549	0	0	0
0.688	1	7	69	9	52	28	549	0	0	1
0.689	1	3	69	10	10	28	549	0	0	0
0.689	1	3	69	10	10	28	549	0	0	1
0.69	1	13	70	1	87	28	549	0	0	0
0.69	1	13	70	1	87	28	549	0	0	1
0.691	1	12	70	2	59	28	549	0	0	0
0.691	1	12	70	2	59	28	549	0	0	1
0.692	1	6	70	3	20	28	549	0	0	0
0.692	1	6	70	3	20	28	549	0	0	1
0.693	1	2	70	4	90	28	549	0	0	0
0.693	1	2	70	4	90	28	549	0	0	1
0.694	1	15	70	5	92	28	549	0	0	0
0.694	1	15	70	5	92	28	549	0	0	1
0.695	1	9	70	6	65	28	549	0	0	0
0.695	1	9	70	6	65	28	549	0	0	1
0.696	1	10	70	7	31	28	549	0	0	0
0.696	1	10	70	7	31	28	549	0	0	1
0.697	1	14	70	8	72	28	549	0	0	0
0.697	1	14	70	8	72	28	549	0	0	1
0.698	1	1	70	9	39	28	549	0	0	0
0.698	1	1	70	9	39	28	549	0	0	1
0.699	1	5	70	10	78	28	549	0	0	0
0.699	1	5	70	10	78	28	549	0	0	1
0.7	1	4	71	1	44	28	549	0	0	0
0.7	1	4	71	1	44	28	549	0	0	1
0.701	1	11	71	2	1	28	549	0	0	0
0.701	1	11	71	2	1	28	549	0	0	1
0.702	1	8	71	3	83	28	549	0	0	0
0.702	1	8	71	3	83	28	549	0	0	1
0.703	1	7	71	4	52	28	549	0	0	0
0.703	1	7	71	4	52	28	549	0	0	1
0.704	1	3	71	5	10	28	549	0	0	0
0.704	1	3	71	5	10	28	549	0	0	1
0.705	1	13	71	6	87	28	549	0	0	0
0.705	1	13	71	6	87	28	549	0	0	1
0.706	1	12	71	7	59	28	549	0	0	0
0.706	1	12	71	7	59	28	549	0	0	1
0.707	1	6	71	8	20	28	549	0	0	0
0.707	1	6	71	8	20	28	549	0	0	1
0.708	1	2	71	9	90	28	549	0	0	0
0.708	1	2	71	9	90	28	549	0	0	1
0.709	1	15	71	10	92	28	549	0	0	0
0.709	1	15	71	10	92	28	549	0	0	1
0.71	1	9	72	1	65	28	549	0	0	0
0.71	1	9	72	1	65	28	549	0	0	1
0.711	1	10	72	2	31	28	549	0	0	0
0.711	1	10	72	2	31	28	549	0	0	1
0.712	1	14	72	3	72	28	549	0	0	0
0.712	1	14	72	3	72	28	549	0	0	1
0.713	1	1	72	4	39	28	549	0	0	0
0.713	1	1	72	4	39	28	549	0	0	1
0.714	1	5	72	5	78	28	549	0	0	0
0.714	1	5	72	5	78	28	549	0	0	1
0.715	1	4	72	6	44	28	549	0	0	0
0.715	1	4	72	6	44	28	549	0	0	1
0.716	1	11	72	7	1	28	549	0	0	0
0.716	1	11	72	7	1	28	549	0	0	1
0.717	1	8	72	8	83	28	549	0	0	0
0.717	1	8	72	8	83	28	549	0	0	1
0.718	1	7	72	9	52	28	549	0	0	0
0.718	1	7	72	9	52	28	549	0	0	1
0.719	1	3	72	10	10	28	549	0	0	0
0.719	1	3	72	10	10	28	549	0	0	1
0.72	1	13	73	1	87	28	549	0	0	0
0.72	1	13	73	1	87	28	549	0	0	1
0.721	1	12	73	2	59	28	549	0	0	0
0.721	1	12	73	2	59	28	549	0	0	1
0.722	1	6	73	3	20	28	549	0	0	0
0.722	1	6	73	3	20	28	549	0	0	1
0.723	1	2	73	4	90	28	549	0	0	0
0.723	1	2	73	4	90	28	549	0	0	1
0.724	1	15	73	5	92	28	549	0	0	0
0.724	1	15	73	5	92	28	549	0	0	1
0.725	1	9	73	6	65	28	549	0	0	0
0.725	1	9	73	6	65	28	549	0	0	1
0.726	1	10	73	7	31	28	549	0	0	0
0.726	1	10	73	7	31	28	549	0	0	1
0.727	1	14	73	8	72	28	549	0	0	0
0.727	1	14	73	8	72	28	549	0	0	1
0.728	1	1	73	9	39	28	549	0	0	0
0.728	1	1	73	9	39	28	549	0	0	1
0.729	1	5	73	10	78	28	549	0	0	0
0.729	1	5	73	10	78	28	549	0	0	1
0.73	1	4	74	1	44	28	549	0	0	0
0.73	1	4	74	1	44	28	549	0	0	1
0.731	1	11	74	2	1	28	549	0	0	0
0.731	1	11	74	2	1	28	549	0	0	1
0.732	1	8	74	3	83	28	549	0	0	0
0.732	1	8	74	3	83	28	549	0	0	1
0.733	1	7	74	4	52	28	549	0	0	0
0.733	1	7	74	4	52	28	549	0	0	1
0.734	1	3	74	5	10	28	549	0	0	0
0.734	1	3	74	5	10	28	549	0	0	1
0.735	1	13	74	6	87	28	549	0	0	0
0.735	1	13	74	6	87	28	549	0	0	1
0.736	1	12	74	7	59	28	549	0	0	0
0.736	1	12	74	7	59	28	549	0	0	1
0.737	1	6	74	8	20	28	549	0	0	0
0.737	1	6	74	8	20	28	549	0	0	1
0.738	1	2	74	9	90	28	549	0	0	0
0.738	1	2	74	9	90	28	549	0	0	1
0.739	1	15	74	10	92	28	549	0	0	0
0.739	1	15	74	10	92	28	549	0	0	1
0.74	1	9	75	1	65	28	549	0	0	0
0.74	1	9	75	1	65	28	549	0	0	1
0.741	1	10	75	2	31	28	549	0	0	0
0.741	1	10	75	2	31	28	549	0	0	1
0.742	1	14	75	3	72	28	549	0	0	0
0.742	1	14	75	3	72	28	549	0	0	1
0.743	1	1	75	4	39	28	549	0	0	0
0.743	1	1	75	4	39	28	549	0	0	1
0.744	1	5	75	5	78	28	549	0	0	0
0.744	1	5	75	5	78	28	549	0	0	1
0.745	1	4	75	6	44	28	549	0	0	0
0.745	1	4	75	6	44	28	549	0	0	1
0.746	1	11	75	7	1	28	549	0	0	0
0.746	1	11	75	7	1	28	549	0	0	1
0.747	1	8	75	8	83	28	549	0	0	0
0.747	1	8	75	8	83	28	549	0	0	1
0.748	1	7	75	9	52	28	549	0	0	0
0.748	1	7	75	9	52	28	549	0	0	1
0.749	1	3	75	10	10	28	549	0	0	0
0.749	1	3	75	10	10	28	549	0	0	1
0.75	1	13	76	1	87	28	549	0	0	0
0.75	1	13	76	1	87	28	549	0	0	1
0.751	1	12	76	2	59	28	549	0	0	0
0.751	1	12	76	2	59	28	549	0	0	1
0.752	1	6	76	3	20	28	549	0	0	0
0.752	1	6	76	3	20	28	549	0	0	1
0.753	1	2	76	4	90	28	549	0	0	0
0.753	1	2	76	4	90	28	549	0	0	1
0.754	1	15	76	5	92	28	549	0	0	0
0.754	1	15	76	5	92	28	549	0	0	1
0.755	1	9	76	6	65	28	549	0	0	0
0.755	1	9	76	6	65	28	549	0	0	1
0.756	1	10	76	7	31	28	549	0	0	0
0.756	1	10	76	7	31	28	549	0	0	1
0.757	1	14	76	8	72	28	549	0	0	0
0.757	1	14	76	8	72	28	549	0	0	1
0.758	1	1	76	9	39	28	549	0	0	0
0.758	1	1	76	9	39	28	549	0	0	1
0.759	1	5	76	10	78	28	549	0	0	0
0.759	1	5	76	10	78	28	549	0	0	1
0.76	1	4	77	1	44	28	549	0	0	0
0.76	1	4	77	1	44	28	549	0	0	1
0.761	1	11	77	2	1	28	549	0	0	0
0.761	1	11	77	2	1	28	549	0	0	1
0.762	1	8	77	3	83	28	549	0	0	0
0.762	1	8	77	3	83	28	549	0	0	1
0.763	1	7	77	4	52	28	549	0	0	0
0.763	1	7	77	4	52	28	549	0	0	1
0.764	1	3	77	5	10	28	549	0	0	0
0.764	1	3	77	5	10	28	549	0	0	1
0.765	1	13	77	6	87	28	549	0	0	0
0.765	1	13	77	6	87	28	549	0	0	1
0.766	1	12	77	7	59	28	549	0	0	0
0.766	1	12	77	7	59	28	549	0	0	1
0.767	1	6	77	8	20	28	549	0	0	0
0.767	1	6	77	8	20	28	549	0	0	1
0.768	1	2	77	9	90	28	549	0	0	0
0.768	1	2	77	9	90	28	549	0	0	1
0.769	1	15	77	10	92	28	549	0	0	0
0.769	1	15	77	10	92	28	549	0	0	1
0.77	1	9	78	1	65	28	549	0	0	0
0.77	1	9	78	1	65	28	549	0	0	1
0.771	1	10	78	2	31	28	549	0	0	0
0.771	1	10	78	2	31	28	549	0	0	1
0.772	1	14	78	3	72	28	549	0	0	0
0.772	1	14	78	3	72	28	549	0	0	1
0.773	1	1	78	4	39	28	549	0	0	0
0.773	1	1	78	4	39	28	549	0	0	1
0.774	1	5	78	5	78	28	549	0	0	0
0.774	1	5	78	5	78	28	549	0	0	1
0.775	1	4	78	6	44	28	549	0	0	0
0.775	1	4	78	6	44	28	549	0	0	1
0.776	1	11	78	7	1	28	549	0	0	0
0.776	1	11	78	7	1	28	549	0	0	1
0.777	1	8	78	8	83	28	549	0	0	0
0.777	1	8	78	8	83	28	549	0	0	1
0.778	1	7	78	9	52	28	549	0	0	0
0.778	1	7	78	9	52	28	549	0	0	1
0.779	1	3	78	10	10	28	549	0	0	0
0.779	1	3	78	10	10	28	549	0	0	1
0.78	1	13	79	1	87	28	549	0	0	0
0.78	1	13	79	1	87	28	549	0	0	1
0.781	1	12	79	2	59	28	549	0	0	0
0.781	1	12	79	2	59	28	549	0	0	1
0.782	1	6	79	3	20	28	549	0	0	0
0.782	1	6	79	3	20	28	549	0	0	1
0.783	1	2	79	4	90	28	549	0	0	0
0.783	1	2	79	4	90	28	549	0	0	1
0.784	1	15	79	5	92	28	549	0	0	0
0.784	1	15	79	5	92	28	549	0	0	1
0.785	1	9	79	6	65	28	549	0	0	0
0.785	1	9	79	6	65	28	549	0	0	1
0.786	1	10	79	7	31	28	549	0	0	0
0.786	1	10	79	7	31	28	549	0	0	1
0.787	1	14	79	8	72	28	549	0	0	0
0.787	1	14	79	8	72	28	549	0	0	1
0.788	1	1	79	9	39	28	549	0	0	0
0.788	1	1	79	9	39	28	549	0	0	1
0.789	1	5	79	10	78	28	549	0	0	0
0.789	1	5	79	10	78	28	549	0	0	1
0.79	1	4	80	1	44	28	549	0	0	0
0.79	1	4	80	1	44	28	549	0	0	1
0.791	1	11	80	2	1	28	549	0	0	0
0.791	1	11	80	2	1	28	549	0	0	1
0.792	1	8	80	3	83	28	549	0	0	0
0.792	1	8	80	3	83	28	549	0	0	1
0.793	1	7	80	4	52	28	549	0	0	0
0.793	1	7	80	4	52	28	549	0	0	1
0.794	1	3	80	5	10	28	549	0	0	0
0.794	1	3	80	5	10	28	549	0	0	1
0.795	1	13	80	6	87	28	549	0	0	0
0.795	1	13	80	6	87	28	549	0	0	1
0.796	1	12	80	7	59	28	549	0	0	0
0.796	1	12	80	7	59	28	549	0	0	1
0.797	1	6	80	8	20	28	549	0	0	0
0.797	1	6	80	8	20	28	549	0	0	1
0.798	1	2	80	9	90	28	549	0	0	0
0.798	1	2	80	9	90	28	549	0	0	1
0.799	1	15	80	10	92	28	549	0	0	0
0.799	1	15	80	10	92	28	549	0	0	1
0.8	1	9	81	1	65	28	549	0	0	0
0.8	1	9	81	1	65	28	549	0	0	1
0.801	1	10	81	2	31	28	549	0	0	0
0.801	1	10	81	2	31	28	549	0	0	1
0.802	1	14	81	3	72	28	549	0	0	0
0.802	1	14	81	3	72	28	549	0	0	1
0.803	1	1	81	4	39	28	549	0	0	0
0.803	1	1	81	4	39	28	549	0	0	1
0.804	1	5	81	5	78	28	549	0	0	0
0.804	1	5	81	5	78	28	549	0	0	1
0.805	1	4	81	6	44	28	549	0	0	0
0.805	1	4	81	6	44	28	549	0	0	1
0.806	1	11	81	7	1	28	549	0	0	0
0.806	1	11	81	7	1	28	549	0	0	1
0.807	1	8	81	8	83	28	549	0	0	0
0.807	1	8	81	8	83	28	549	0	0	1
0.808	1	7	81	9	52	28	549	0	0	0
0.808	1	7	81	9	52	28	549	0	0	1
0.809	1	3	81	10	10	28	549	0	0	0
0.809	1	3	81	10	10	28	549	0	0	1
0.81	1	13	82	1	87	28	549	0	0	0
0.81	1	13	82	1	87	28	549	0	0	1
0.811	1	12	82	2	59	28	549	0	0	0
0.811	1	12	82	2	59	28	549	0	0	1
0.812	1	6	82	3	20	28	549	0	0	0
0.812	1	6	82	3	20	28	549	0	0	1
0.813	1	2	82	4	90	28	549	0	0	0
0.813	1	2	82	4	90	28	549	0	0	1
0.814	1	15	82	5	92	28	549	0	0	0
0.814	1	15	82	5	92	28	549	0	0	1
0.815	1	9	82	6	65	28	549	0	0	0
0.815	1	9	82	6	65	28	549	0	0	1
0.816	1	10	82	7	31	28	549	0	0	0
0.816	1	10	82	7	31	28	549	0	0	1
0.817	1	14	82	8	72	28	549	0	0	0
0.817	1	14	82	8	72	28	549	0	0	1
0.818	1	1	82	9	39	28	549	0	0	0
0.818	1	1	82	9	39	28	549	0	0	1
0.819	1	5	82	10	78	28	549	0	0	0
0.819	1	5	82	10	78	28	549	0	0	1
0.82	1	4	83	1	44	28	549	0	0	0
0.82	1	4	83	1	44	28	549	0	0	1
0.821	1	11	83	2	1	28	549	0	0	0
0.821	1	11	83	2	1	28	549	0	0	1
0.822	1	8	83	3	83	28	549	0	0	0
0.822	1	8	83	3	83	28	549	0	0	1
0.823	1	7	83	4	52	28	549	0	0	0
0.823	1	7	83	4	52	28	549	0	0	1
0.824	1	3	83	5	10	28	549	0	0	0
0.824	1	3	83	5	10	28	549	0	0	1
0.825	1	13	83	6	87	28	549	0	0	0
0.825	1	13	83	6	87	28	549	0	0	1
0.826	1	12	83	7	59	28	549	0	0	0
0.826	1	12	83	7	59	28	549	0	0	1
0.827	1	6	83	8	20	28	549	0	0	0
0.827	1	6	83	8	20	28	549	0	0	1
0.828	1	2	83	9	90	28	549	0	0	0
0.828	1	2	83	9	90	28	549	0	0	1
0.829	1	15	83	10	92	28	549	0	0	0
0.829	1	15	83	10	92	28	549	0	0	1
0.83	1	9	84	1	65	28	549	0	0	0
0.83	1	9	84	1	65	28	549	0	0	1
0.831	1	10	84	2	31	28	549	0	0	0
0.831	1	10	84	2	31	28	549	0	0	1
0.832	1	14	84	3	72	28	549	0	0	0
0.832	1	14	84	3	72	28	549	0	0	1
0.833	1	1	84	4	39	28	549	0	0	0
0.833	1	1	84	4	39	28	549	0	0	1
0.834	1	5	84	5	78	28	549	0	0	0
0.834	1	5	84	5	78	28	549	0	0	1
0.835	1	4	84	6	44	28	549	0	0	0
0.835	1	4	84	6	44	28	549	0	0	1
0.836	1	11	84	7	1	28	549	0	0	0
0.836	1	11	84	7	1	28	549	0	0	1
0.837	1	8	84	8	83	28	549	0	0	0
0.837	1	8	84	8	83	28	549	0	0	1
0.838	1	7	84	9	52	28	549	0	0	0
0.838	1	7	84	9	52	28	549	0	0	1
0.839	1	3	84	10	10	28	549	0	0	0
0.839	1	3	84	10	10	28	549	0	0	1
0.84	1	13	85	1	87	28	549	0	0	0
0.84	1	13	85	1	87	28	549	0	0	1
0.841	1	12	85	2	59	28	549	0	0	0
0.841	1	12	85	2	59	28	549	0	0	1
0.842	1	6	85	3	20	28	549	0	0	0
0.842	1	6	85	3	20	28	549	0	0	1
0.843	1	2	85	4	90	28	549	0	0	0
0.843	1	2	85	4	90	28	549	0	0	1
0.844	1	15	85	5	92	28	549	0	0	0
0.844	1	15	85	5	92	28	549	0	0	1
0.845	1	9	85	6	65	28	549	0	0	0
0.845	1	9	85	6	65	28	549	0	0	1
0.846	1	10	85	7	31	28	549	0	0	0
0.846	1	10	85	7	31	28	549	0	0	1
0.847	1	14	85	8	72	28	549	0	0	0
0.847	1	14	85	8	72	28	549	0	0	1
0.848	1	1	85	9	39	28	549	0	0	0
0.848	1	1	85	9	39	28	549	0	0	1
0.849	1	5	85	10	78	28	549	0	0	0
0.849	1	5	85	10	78	28	549	0	0	1
0.85	1	4	86	1	44	28	549	0	0	0
0.85	1	4	86	1	44	28	549	0	0	1
0.851	1	11	86	2	1	28	549	0	0	0
0.851	1	11	86	2	1	28	549	0	0	1
0.852	1	8	86	3	83	28	549	0	0	0
0.852	1	8	86	3	83	28	549	0	0	1
0.853	1	7	86	4	52	28	549	0	0	0
0.853	1	7	86	4	52	28	549	0	0	1
0.854	1	3	86	5	10	28	549	0	0	0
0.854	1	3	86	5	10	28	549	0	0	1
0.855	1	13	86	6	87	28	549	0	0	0
0.855	1	13	86	6	87	28	549	0	0	1
0.856	1	12	86	7	59	28	549	0	0	0
0.856	1	12	86	7	59	28	549	0	0	1
0.857	1	6	86	8	20	28	549	0	0	0
0.857	1	6	86	8	20	28	549	0	0	1
0.858	1	2	86	9	90	28	549	0	0	0
0.858	1	2	86	9	90	28	549	0	0	1
0.859	1	15	86	10	92	28	549	0	0	0
0.859	1	15	86	10	92	28	549	0	0	1
0.86	1	9	87	1	65	28	549	0	0	0
0.86	1	9	87	1	65	28	549	0	0	1
0.861	1	10	87	2	31	28	549	0	0	0
0.861	1	10	87	2	31	28	549	0	0	1
0.862	1	14	87	3	72	28	549	0	0	0
0.862	1	14	87	3	72	28	549	0	0	1
0.863	1	1	87	4	39	28	549	0	0	0
0.863	1	1	87	4	39	28	549	0	0	1
0.864	1	5	87	5	78	28	549	0	0	0
0.864	1	5	87	5	78	28	549	0	0	1
0.865	1	4	87	6	44	28	549	0	0	0
0.865	1	4	87	6	44	28	549	0	0	1
0.866	1	11	87	7	1	28	549	0	0	0
0.866	1	11	87	7	1	28	549	0	0	1
0.867	1	8	87	8	83	28	549	0	0	0
0.867	1	8	87	8	83	28	549	0	0	1
0.868	1	7	87	9	52	28	549	0	0	0
0.868	1	7	87	9	52	28	549	0	0	1
0.869	1	3	87	10	10	28	549	0	0	0
0.869	1	3	87	10	10	28	549	0	0	1
0.87	1	13	88	1	87	28	549	0	0	0
0.87	1	13	88	1	87	28	549	0	0	1
0.871	1	12	88	2	59	28	549	0	0	0
0.871	1	12	88	2	59	28	549	0	0	1
0.872	1	6	88	3	20	28	549	0	0	0
0.872	1	6	88	3	20	28	549	0	0	1
0.873	1	2	88	4	90	28	549	0	0	0
0.873	1	2	88	4	90	28	549	0	0	1
0.874	1	15	88	5	92	28	549	0	0	0
0.874	1	15	88	5	92	28	549	0	0	1
0.875	1	9	88	6	65	28	549	0	0	0
0.875	1	9	88	6	65	28	549	0	0	1
0.876	1	10	88	7	31	28	549	0	0	0
0.876	1	10	88	7	31	28	549	0	0	1
0.877	1	14	88	8	72	28	549	0	0	0
0.877	1	14	88	8	72	28	549	0	0	1
0.878	1	1	88	9	39	28	549	0	0	0
0.878	1	1	88	9	39	28	549	0	0	1
0.879	1	5	88	10	78	28	549	0	0	0
0.879	1	5	88	10	78	28	549	0	0	1
0.88	1	4	89	1	44	28	549	0	0	0
0.88	1	4	89	1	44	28	549	0	0	1
0.881	1	11	89	2	1	28	549	0	0	0
0.881	1	11	89	2	1	28	549	0	0	1
0.882	1	8	89	3	83	28	549	0	0	0
0.882	1	8	89	3	83	28	549	0	0	1
