% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
221	2	5	78	0	20	161	0	1	1
221	2	14	72	0	20	161	0	1	1
222	1	10	31	0	20	161	0	1	0
222	1	6	20	0	20	161	0	1	0
222	2	8	83	0	20	161	0	1	1
222	2	13	87	0	20	161	0	1	1
223	1	1	39	0	20	161	0	1	0
223	1	4	44	0	20	161	0	1	0
223	2	2	90	0	20	161	0	1	1
223	2	15	92	0	20	161	0	1	1
224	1	12	59	0	20	161	0	1	0
224	1	7	52	0	20	161	0	1	0
224	2	3	10	0	20	161	0	1	1
224	2	11	1	0	20	161	0	1	1
225	1	9	65	0	20	161	0	1	0
225	1	14	72	0	20	161	0	1	0
225	2	6	20	0	20	161	0	1	1
225	2	10	31	0	20	161	0	1	1
226	1	8	83	0	20	161	0	1	0
226	1	5	78	0	20	161	0	1	0
226	2	1	39	0	20	161	0	1	1
226	2	4	44	0	20	161	0	1	1
227	1	2	90	0	20	161	0	1	0
227	1	13	87	0	20	161	0	1	0
227	2	7	52	0	20	161	0	1	1
227	2	12	59	0	20	161	0	1	1
228	1	11	1	0	20	161	0	1	0
228	1	15	92	0	20	161	0	1	0
228	2	9	65	0	20	161	0	1	1
228	2	14	72	0	20	161	0	1	1
229	1	3	10	0	20	161	0	1	0
229	1	6	20	0	20	161	0	1	0
229	2	5	78	0	20	161	0	1	1
229	2	8	83	0	20	161	0	1	1
230	1	1	39	0	20	161	0	1	0
230	1	10	31	0	20	161	0	1	0
230	2	2	90	0	20	161	0	1	1
230	2	13	87	0	20	161	0	1	1
231	1	4	44	0	20	161	0	1	0
231	1	7	52	0	20	161	0	1	0
231	2	15	92	0	20	161	0	1	1
231	2	11	1	0	20	161	0	1	1
232	1	12	59	0	20	161	0	1	0
232	1	9	65	0	20	161	0	1	0
232	2	6	20	0	20	161	0	1	1
232	2	3	10	0	20	161	0	1	1
233	1	5	78	0	20	161	0	1	0
233	1	14	72	0	20	161	0	1	0
233	2	1	39	0	20	161	0	1	1
233	2	10	31	0	20	161	0	1	1
234	1	8	83	0	20	161	0	1	0
234	1	13	87	0	20	161	0	1	0
234	2	7	52	0	20	161	0	1	1
234	2	4	44	0	20	161	0	1	1
235	1	2	90	0	20	161	0	1	0
235	1	15	92	0	20	161	0	1	0
235	2	9	65	0	20	161	0	1	1
235	2	12	59	0	20	161	0	1	1
236	1	3	10	0	20	161	0	1	0
236	1	11	1	0	20	161	0	1	0
236	2	5	78	0	20	161	0	1	1
236	2	14	72	0	20	161	0	1	1
237	1	10	31	0	20	161	0	1	0
237	1	6	20	0	20	161	0	1	0
237	2	8	83	0	20	161	0	1	1
237	2	13	87	0	20	161	0	1	1
238	1	1	39	0	20	161	0	1	0
238	1	4	44	0	20	161	0	1	0
238	2	2	90	0	20	161	0	1	1
238	2	15	92	0	20	161	0	1	1
239	1	12	59	0	20	161	0	1	0
239	1	7	52	0	20	161	0	1	0
239	2	3	10	0	20	161	0	1	1
239	2	11	1	0	20	161	0	1	1
240	1	9	65	0	20	161	0	1	0
240	1	14	72	0	20	161	0	1	0
240	2	6	20	0	20	161	0	1	1
240	2	10	31	0	20	161	0	1	1
241	1	8	83	0	20	161	0	1	0
241	1	5	78	0	20	161	0	1	0
241	2	1	39	0	20	161	0	1	1
241	2	4	44	0	20	161	0	1	1
242	1	2	90	0	20	161	0	1	0
242	1	13	87	0	20	161	0	1	0
242	2	7	52	0	20	161	0	1	1
242	2	12	59	0	20	161	0	1	1
243	1	11	1	0	20	161	0	1	0
243	1	15	92	0	20	161	0	1	0
243	2	9	65	0	20	161	0	1	1
243	2	14	72	0	20	161	0	1	1
244	1	3	10	0	20	161	0	1	0
244	1	6	20	0	20	161	0	1	0
244	2	5	78	0	20	161	0	1	1
244	2	8	83	0	20	161	0	1	1
245	1	1	39	0	20	161	0	1	0
245	1	10	31	0	20	161	0	1	0
245	2	2	90	0	20	161	0	1	1
245	2	13	87	0	20	161	0	1	1
246	1	4	44	0	20	161	0	1	0
246	1	7	52	0	20	161	0	1	0
246	2	15	92	0	20	161	0	1	1
246	2	11	1	0	20	161	0	1	1
247	1	12	59	0	20	161	0	1	0
247	1	9	65	0	20	161	0	1	0
247	2	6	20	0	20	161	0	1	1
247	2	3	10	0	20	161	0	1	1
248	1	5	78	0	20	161	0	1	0
248	1	14	72	0	20	161	0	1	0
248	2	1	39	0	20	161	0	1	1
248	2	10	31	0	20	161	0	1	1
249	1	8	83	0	20	161	0	1	0
249	1	13	87	0	20	161	0	1	0
249	2	7	52	0	20	161	0	1	1
249	2	4	44	0	20	161	0	1	1
250	1	2	90	0	20	161	0	1	0
250	1	15	92	0	20	161	0	1	0
250	2	9	65	0	20	161	0	1	1
250	2	12	59	0	20	161	0	1	1
251	1	3	10	0	20	161	0	1	0
251	1	11	1	0	20	161	0	1	0
251	2	5	78	0	20	161	0	1	1
251	2	14	72	0	20	161	0	1	1
252	1	10	31	0	20	161	0	1	0
252	1	6	20	0	20	161	0	1	0
252	2	8	83	0	20	161	0	1	1
252	2	13	87	0	20	161	0	1	1
253	1	1	39	0	20	161	0	1	0
253	1	4	44	0	20	161	0	1	0
253	2	2	90	0	20	161	0	1	1
253	2	15	92	0	20	161	0	1	1
254	1	12	59	0	20	161	0	1	0
254	1	7	52	0	20	161	0	1	0
254	2	3	10	0	20	161	0	1	1
254	2	11	1	0	20	161	0	1	1
255	1	9	65	0	20	161	0	1	0
255	1	14	72	0	20	161	0	1	0
255	2	6	20	0	20	161	0	1	1
255	2	10	31	0	20	161	0	1	1
256	1	8	83	0	20	161	0	1	0
256	1	5	78	0	20	161	0	1	0
256	2	1	39	0	20	161	0	1	1
256	2	4	44	0	20	161	0	1	1
257	1	2	90	0	20	161	0	1	0
257	1	13	87	0	20	161	0	1	0
257	2	7	52	0	20	161	0	1	1
257	2	12	59	0	20	161	0	1	1
258	1	11	1	0	20	161	0	1	0
258	1	15	92	0	20	161	0	1	0
258	2	9	65	0	20	161	0	1	1
258	2	14	72	0	20	161	0	1	1
259	1	3	10	0	20	161	0	1	0
259	1	6	20	0	20	161	0	1	0
259	2	5	78	0	20	161	0	1	1
259	2	8	83	0	20	161	0	1	1
260	1	1	39	0	20	161	0	1	0
260	1	10	31	0	20	161	0	1	0
260	2	2	90	0	20	161	0	1	1
260	2	13	87	0	20	161	0	1	1
261	1	4	44	0	20	161	0	1	0
261	1	7	52	0	20	161	0	1	0
261	2	15	92	0	20	161	0	1	1
261	2	11	1	0	20	161	0	1	1
262	1	12	59	0	20	161	0	1	0
262	1	9	65	0	20	161	0	1	0
262	2	6	20	0	20	161	0	1	1
262	2	3	10	0	20	161	0	1	1
263	1	5	78	0	20	161	0	1	0
263	1	14	72	0	20	161	0	1	0
263	2	1	39	0	20	161	0	1	1
263	2	10	31	0	20	161	0	1	1
264	1	8	83	0	20	161	0	1	0
264	1	13	87	0	20	161	0	1	0
264	2	7	52	0	20	161	0	1	1
264	2	4	44	0	20	161	0	1	1
265	1	2	90	0	20	161	0	1	0
265	1	15	92	0	20	161	0	1	0
265	2	9	65	0	20	161	0	1	1
265	2	12	59	0	20	161	0	1	1
266	1	3	10	0	20	161	0	1	0
266	1	11	1	0	20	161	0	1	0
266	2	5	78	0	20	161	0	1	1
266	2	14	72	0	20	161	0	1	1
267	1	10	31	0	20	161	0	1	0
267	1	6	20	0	20	161	0	1	0
267	2	8	83	0	20	161	0	1	1
267	2	13	87	0	20	161	0	1	1
268	1	1	39	0	20	161	0	1	0
268	1	4	44	0	20	161	0	1	0
268	2	2	90	0	20	161	0	1	1
268	2	15	92	0	20	161	0	1	1
269	1	12	59	0	20	161	0	1	0
269	1	7	52	0	20	161	0	1	0
269	2	3	10	0	20	161	0	1	1
269	2	11	1	0	20	161	0	1	1
270	1	9	65	0	20	161	0	1	0
270	1	14	72	0	20	161	0	1	0
270	2	6	20	0	20	161	0	1	1
270	2	10	31	0	20	161	0	1	1
271	1	8	83	0	20	161	0	1	0
271	1	5	78	0	20	161	0	1	0
271	2	1	39	0	20	161	0	1	1
271	2	4	44	0	20	161	0	1	1
272	1	2	90	0	20	161	0	1	0
272	1	13	87	0	20	161	0	1	0
272	2	7	52	0	20	161	0	1	1
272	2	12	59	0	20	161	0	1	1
273	1	11	1	0	20	161	0	1	0
273	1	15	92	0	20	161	0	1	0
273	2	9	65	0	20	161	0	1	1
273	2	14	72	0	20	161	0	1	1
274	1	3	10	0	20	161	0	1	0
274	1	6	20	0	20	161	0	1	0
274	2	5	78	0	20	161	0	1	1
274	2	8	83	0	20	161	0	1	1
275	1	1	39	0	20	161	0	1	0
275	1	10	31	0	20	161	0	1	0
275	2	2	90	0	20	161	0	1	1
275	2	13	87	0	20	161	0	1	1
276	1	4	44	0	20	161	0	1	0
276	1	7	52	0	20	161	0	1	0
276	2	15	92	0	20	161	0	1	1
276	2	11	1	0	20	161	0	1	1
277	1	12	59	0	20	161	0	1	0
277	1	9	65	0	20	161	0	1	0
277	2	6	20	0	20	161	0	1	1
277	2	3	10	0	20	161	0	1	1
278	1	5	78	0	20	161	0	1	0
278	1	14	72	0	20	161	0	1	0
278	2	1	39	0	20	161	0	1	1
278	2	10	31	0	20	161	0	1	1
279	1	8	83	0	20	161	0	1	0
279	1	13	87	0	20	161	0	1	0
279	2	7	52	0	20	161	0	1	1
279	2	4	44	0	20	161	0	1	1
280	1	2	90	0	20	161	0	1	0
280	1	15	92	0	20	161	0	1	0
280	2	9	65	0	20	161	0	1	1
280	2	12	59	0	20	161	0	1	1
281	1	3	10	0	20	161	0	1	0
281	1	11	1	0	20	161	0	1	0
281	2	5	78	0	20	161	0	1	1
281	2	14	72	0	20	161	0	1	1
282	1	10	31	0	20	161	0	1	0
282	1	6	20	0	20	161	0	1	0
282	2	8	83	0	20	161	0	1	1
282	2	13	87	0	20	161	0	1	1
283	1	1	39	0	20	161	0	1	0
283	1	4	44	0	20	161	0	1	0
283	2	2	90	0	20	161	0	1	1
283	2	15	92	0	20	161	0	1	1
284	1	12	59	0	20	161	0	1	0
284	1	7	52	0	20	161	0	1	0
284	2	3	10	0	20	161	0	1	1
284	2	11	1	0	20	161	0	1	1
285	1	9	65	0	20	161	0	1	0
285	1	14	72	0	20	161	0	1	0
285	2	6	20	0	20	161	0	1	1
285	2	10	31	0	20	161	0	1	1
286	1	8	83	0	20	161	0	1	0
286	1	5	78	0	20	161	0	1	0
286	2	1	39	0	20	161	0	1	1
286	2	4	44	0	20	161	0	1	1
287	1	2	90	0	20	161	0	1	0
287	1	13	87	0	20	161	0	1	0
287	2	7	52	0	20	161	0	1	1
287	2	12	59	0	20	161	0	1	1
288	1	11	1	0	20	161	0	1	0
288	1	15	92	0	20	161	0	1	0
288	2	9	65	0	20	161	0	1	1
288	2	14	72	0	20	161	0	1	1
289	1	3	10	0	20	161	0	1	0
289	1	6	20	0	20	161	0	1	0
289	2	5	78	0	20	161	0	1	1
289	2	8	83	0	20	161	0	1	1
290	1	1	39	0	20	161	0	1	0
290	1	10	31	0	20	161	0	1	0
290	2	2	90	0	20	161	0	1	1
290	2	13	87	0	20	161	0	1	1
291	1	4	44	0	20	161	0	1	0
291	1	7	52	0	20	161	0	1	0
291	2	15	92	0	20	161	0	1	1
291	2	11	1	0	20	161	0	1	1
292	1	12	59	0	20	161	0	1	0
292	1	9	65	0	20	161	0	1	0
292	2	6	20	0	20	161	0	1	1
292	2	3	10	0	20	161	0	1	1
293	1	5	78	0	20	161	0	1	0
293	1	14	72	0	20	161	0	1	0
293	2	1	39	0	20	161	0	1	1
293	2	10	31	0	20	161	0	1	1
294	1	8	83	0	20	161	0	1	0
294	1	13	87	0	20	161	0	1	0
294	2	7	52	0	20	161	0	1	1
294	2	4	44	0	20	161	0	1	1
295	1	2	90	0	20	161	0	1	0
295	1	15	92	0	20	161	0	1	0
295	2	9	65	0	20	161	0	1	1
295	2	12	59	0	20	161	0	1	1
296	1	3	10	0	20	161	0	1	0
296	1	11	1	0	20	161	0	1	0
296	2	5	78	0	20	161	0	1	1
296	2	14	72	0	20	161	0	1	1
297	1	10	31	0	20	161	0	1	0
297	1	6	20	0	20	161	0	1	0
297	2	8	83	0	20	161	0	1	1
297	2	13	87	0	20	161	0	1	1
298	1	1	39	0	20	161	0	1	0
298	1	4	44	0	20	161	0	1	0
298	2	2	90	0	20	161	0	1	1
298	2	15	92	0	20	161	0	1	1
299	1	12	59	0	20	161	0	1	0
299	1	7	52	0	20	161	0	1	0
299	2	3	10	0	20	161	0	1	1
299	2	11	1	0	20	161	0	1	1
300	1	9	65	0	20	161	0	1	0
300	1	14	72	0	20	161	0	1	0
300	2	6	20	0	20	161	0	1	1
300	2	10	31	0	20	161	0	1	1
301	1	8	83	0	20	161	0	1	0
301	1	5	78	0	20	161	0	1	0
301	2	1	39	0	20	161	0	1	1
301	2	4	44	0	20	161	0	1	1
302	1	2	90	0	20	161	0	1	0
302	1	13	87	0	20	161	0	1	0
302	2	7	52	0	20	161	0	1	1
302	2	12	59	0	20	161	0	1	1
303	1	11	1	0	20	161	0	1	0
303	1	15	92	0	20	161	0	1	0
303	2	9	65	0	20	161	0	1	1
303	2	14	72	0	20	161	0	1	1
304	1	3	10	0	20	161	0	1	0
304	1	6	20	0	20	161	0	1	0
304	2	5	78	0	20	161	0	1	1
304	2	8	83	0	20	161	0	1	1
305	1	1	39	0	20	161	0	1	0
305	1	10	31	0	20	161	0	1	0
305	2	2	90	0	20	161	0	1	1
305	2	13	87	0	20	161	0	1	1
306	1	4	44	0	20	161	0	1	0
306	1	7	52	0	20	161	0	1	0
306	2	15	92	0	20	161	0	1	1
306	2	11	1	0	20	161	0	1	1
307	1	12	59	0	20	161	0	1	0
307	1	9	65	0	20	161	0	1	0
307	2	6	20	0	20	161	0	1	1
307	2	3	10	0	20	161	0	1	1
308	1	5	78	0	20	161	0	1	0
308	1	14	72	0	20	161	0	1	0
308	2	1	39	0	20	161	0	1	1
308	2	10	31	0	20	161	0	1	1
309	1	8	83	0	20	161	0	1	0
309	1	13	87	0	20	161	0	1	0
309	2	7	52	0	20	161	0	1	1
309	2	4	44	0	20	161	0	1	1
310	1	2	90	0	20	161	0	1	0
310	1	15	92	0	20	161	0	1	0
310	2	9	65	0	20	161	0	1	1
310	2	12	59	0	20	161	0	1	1
311	1	3	10	0	20	161	0	1	0
311	1	11	1	0	20	161	0	1	0
311	2	5	78	0	20	161	0	1	1
311	2	14	72	0	20	161	0	1	1
312	1	10	31	0	20	161	0	1	0
312	1	6	20	0	20	161	0	1	0
312	2	8	83	0	20	161	0	1	1
312	2	13	87	0	20	161	0	1	1
313	1	1	39	0	20	161	0	1	0
313	1	4	44	0	20	161	0	1	0
313	2	2	90	0	20	161	0	1	1
313	2	15	92	0	20	161	0	1	1
314	1	12	59	0	20	161	0	1	0
314	1	7	52	0	20	161	0	1	0
314	2	3	10	0	20	161	0	1	1
314	2	11	1	0	20	161	0	1	1
315	1	9	65	0	20	161	0	1	0
315	1	14	72	0	20	161	0	1	0
315	2	6	20	0	20	161	0	1	1
315	2	10	31	0	20	161	0	1	1
316	1	8	83	0	20	161	0	1	0
316	1	5	78	0	20	161	0	1	0
316	2	1	39	0	20	161	0	1	1
316	2	4	44	0	20	161	0	1	1
317	1	2	90	0	20	161	0	1	0
317	1	13	87	0	20	161	0	1	0
317	2	7	52	0	20	161	0	1	1
317	2	12	59	0	20	161	0	1	1
318	1	11	1	0	20	161	0	1	0
318	1	15	92	0	20	161	0	1	0
318	2	9	65	0	20	161	0	1	1
318	2	14	72	0	20	161	0	1	1
319	1	3	10	0	20	161	0	1	0
319	1	6	20	0	20	161	0	1	0
319	2	5	78	0	20	161	0	1	1
319	2	8	83	0	20	161	0	1	1
320	1	1	39	0	20	161	0	1	0
320	1	10	31	0	20	161	0	1	0
320	2	2	90	0	20	161	0	1	1
320	2	13	87	0	20	161	0	1	1
321	1	4	44	0	20	161	0	1	0
321	1	7	52	0	20	161	0	1	0
321	2	15	92	0	20	161	0	1	1
321	2	11	1	0	20	161	0	1	1
322	1	12	59	0	20	161	0	1	0
322	1	9	65	0	20	161	0	1	0
322	2	6	20	0	20	161	0	1	1
322	2	3	10	0	20	161	0	1	1
323	1	5	78	0	20	161	0	1	0
323	1	14	72	0	20	161	0	1	0
323	2	1	39	0	20	161	0	1	1
323	2	10	31	0	20	161	0	1	1
324	1	8	83	0	20	161	0	1	0
324	1	13	87	0	20	161	0	1	0
324	2	7	52	0	20	161	0	1	1
324	2	4	44	0	20	161	0	1	1
325	1	2	90	0	20	161	0	1	0
325	1	15	92	0	20	161	0	1	0
325	2	9	65	0	20	161	0	1	1
325	2	12	59	0	20	161	0	1	1
326	1	3	10	0	20	161	0	1	0
326	1	11	1	0	20	161	0	1	0
326	2	5	78	0	20	161	0	1	1
326	2	14	72	0	20	161	0	1	1
327	1	10	31	0	20	161	0	1	0
327	1	6	20	0	20	161	0	1	0
327	2	8	83	0	20	161	0	1	1
327	2	13	87	0	20	161	0	1	1
328	1	1	39	0	20	161	0	1	0
328	1	4	44	0	20	161	0	1	0
328	2	2	90	0	20	161	0	1	1
328	2	15	92	0	20	161	0	1	1
329	1	12	59	0	20	161	0	1	0
329	1	7	52	0	20	161	0	1	0
329	2	3	10	0	20	161	0	1	1
329	2	11	1	0	20	161	0	1	1
330	1	9	65	0	20	161	0	1	0
330	1	14	72	0	20	161	0	1	0
330	2	6	20	0	20	161	0	1	1
330	2	10	31	0	20	161	0	1	1
331	1	8	83	0	20	161	0	1	0
331	1	5	78	0	20	161	0	1	0
331	2	1	39	0	20	161	0	1	1
331	2	4	44	0	20	161	0	1	1
332	1	2	90	0	20	161	0	1	0
332	1	13	87	0	20	161	0	1	0
332	2	7	52	0	20	161	0	1	1
332	2	12	59	0	20	161	0	1	1
333	1	11	1	0	20	161	0	1	0
333	1	15	92	0	20	161	0	1	0
333	2	9	65	0	20	161	0	1	1
333	2	14	72	0	20	161	0	1	1
334	1	3	10	0	20	161	0	1	0
334	1	6	20	0	20	161	0	1	0
334	2	5	78	0	20	161	0	1	1
334	2	8	83	0	20	161	0	1	1
335	1	1	39	0	20	161	0	1	0
335	1	10	31	0	20	161	0	1	0
335	2	2	90	0	20	161	0	1	1
335	2	13	87	0	20	161	0	1	1
336	1	4	44	0	20	161	0	1	0
336	1	7	52	0	20	161	0	1	0
336	2	15	92	0	20	161	0	1	1
336	2	11	1	0	20	161	0	1	1
337	1	12	59	0	20	161	0	1	0
337	1	9	65	0	20	161	0	1	0
337	2	6	20	0	20	161	0	1	1
337	2	3	10	0	20	161	0	1	1
338	1	5	78	0	20	161	0	1	0
338	1	14	72	0	20	161	0	1	0
338	2	1	39	0	20	161	0	1	1
338	2	10	31	0	20	161	0	1	1
339	1	8	83	0	20	161	0	1	0
339	1	13	87	0	20	161	0	1	0
339	2	7	52	0	20	161	0	1	1
339	2	4	44	0	20	161	0	1	1
340	1	2	90	0	20	161	0	1	0
340	1	15	92	0	20	161	0	1	0
340	2	9	65	0	20	161	0	1	1
340	2	12	59	0	20	161	0	1	1
341	1	3	10	0	20	161	0	1	0
341	1	11	1	0	20	161	0	1	0
341	2	5	78	0	20	161	0	1	1
341	2	14	72	0	20	161	0	1	1
342	1	10	31	0	20	161	0	1	0
342	1	6	20	0	20	161	0	1	0
342	2	8	83	0	20	161	0	1	1
342	2	13	87	0	20	161	0	1	1
343	1	1	39	0	20	161	0	1	0
343	1	4	44	0	20	161	0	1	0
343	2	2	90	0	20	161	0	1	1
343	2	15	92	0	20	161	0	1	1
344	1	12	59	0	20	161	0	1	0
344	1	7	52	0	20	161	0	1	0
344	2	3	10	0	20	161	0	1	1
344	2	11	1	0	20	161	0	1	1
345	1	9	65	0	20	161	0	1	0
345	1	14	72	0	20	161	0	1	0
345	2	6	20	0	20	161	0	1	1
345	2	10	31	0	20	161	0	1	1
346	1	8	83	0	20	161	0	1	0
346	1	5	78	0	20	161	0	1	0
346	2	1	39	0	20	161	0	1	1
346	2	4	44	0	20	161	0	1	1
347	1	2	90	0	20	161	0	1	0
347	1	13	87	0	20	161	0	1	0
347	2	7	52	0	20	161	0	1	1
347	2	12	59	0	20	161	0	1	1
348	1	11	1	0	20	161	0	1	0
348	1	15	92	0	20	161	0	1	0
348	2	9	65	0	20	161	0	1	1
348	2	14	72	0	20	161	0	1	1
349	1	3	10	0	20	161	0	1	0
349	1	6	20	0	20	161	0	1	0
349	2	5	78	0	20	161	0	1	1
349	2	8	83	0	20	161	0	1	1
350	1	1	39	0	20	161	0	1	0
350	1	10	31	0	20	161	0	1	0
350	2	2	90	0	20	161	0	1	1
350	2	13	87	0	20	161	0	1	1
351	1	4	44	0	20	161	0	1	0
351	1	7	52	0	20	161	0	1	0
351	2	15	92	0	20	161	0	1	1
351	2	11	1	0	20	161	0	1	1
352	1	12	59	0	20	161	0	1	0
352	1	9	65	0	20	161	0	1	0
352	2	6	20	0	20	161	0	1	1
352	2	3	10	0	20	161	0	1	1
353	1	5	78	0	20	161	0	1	0
353	1	14	72	0	20	161	0	1	0
353	2	1	39	0	20	161	0	1	1
353	2	10	31	0	20	161	0	1	1
354	1	8	83	0	20	161	0	1	0
354	1	13	87	0	20	161	0	1	0
354	2	7	52	0	20	161	0	1	1
354	2	4	44	0	20	161	0	1	1
355	1	2	90	0	20	161	0	1	0
355	1	15	92	0	20	161	0	1	0
355	2	9	65	0	20	161	0	1	1
355	2	12	59	0	20	161	0	1	1
356	1	3	10	0	20	161	0	1	0
356	1	11	1	0	20	161	0	1	0
356	2	5	78	0	20	161	0	1	1
356	2	14	72	0	20	161	0	1	1
357	1	10	31	0	20	161	0	1	0
357	1	6	20	0	20	161	0	1	0
357	2	8	83	0	20	161	0	1	1
357	2	13	87	0	20	161	0	1	1
358	1	1	39	0	20	161	0	1	0
358	1	4	44	0	20	161	0	1	0
358	2	2	90	0	20	161	0	1	1
358	2	15	92	0	20	161	0	1	1
359	1	12	59	0	20	161	0	1	0
359	1	7	52	0	20	161	0	1	0
359	2	3	10	0	20	161	0	1	1
359	2	11	1	0	20	161	0	1	1
360	1	9	65	0	20	161	0	1	0
360	1	14	72	0	20	161	0	1	0
360	2	6	20	0	20	161	0	1	1
360	2	10	31	0	20	161	0	1	1
361	1	8	83	0	20	161	0	1	0
361	1	5	78	0	20	161	0	1	0
361	2	1	39	0	20	161	0	1	1
361	2	4	44	0	20	161	0	1	1
362	1	2	90	0	20	161	0	1	0
362	1	13	87	0	20	161	0	1	0
362	2	7	52	0	20	161	0	1	1
362	2	12	59	0	20	161	0	1	1
363	1	11	1	0	20	161	0	1	0
363	1	15	92	0	20	161	0	1	0
363	2	9	65	0	20	161	0	1	1
363	2	14	72	0	20	161	0	1	1
364	1	3	10	0	20	161	0	1	0
364	1	6	20	0	20	161	0	1	0
364	2	5	78	0	20	161	0	1	1
364	2	8	83	0	20	161	0	1	1
365	1	1	39	0	20	161	0	1	0
365	1	10	31	0	20	161	0	1	0
365	2	2	90	0	20	161	0	1	1
365	2	13	87	0	20	161	0	1	1
366	1	4	44	0	20	161	0	1	0
366	1	7	52	0	20	161	0	1	0
366	2	15	92	0	20	161	0	1	1
366	2	11	1	0	20	161	0	1	1
367	1	12	59	0	20	161	0	1	0
367	1	9	65	0	20	161	0	1	0
367	2	6	20	0	20	161	0	1	1
367	2	3	10	0	20	161	0	1	1
368	1	5	78	0	20	161	0	1	0
368	1	14	72	0	20	161	0	1	0
368	2	1	39	0	20	161	0	1	1
368	2	10	31	0	20	161	0	1	1
369	1	8	83	0	20	161	0	1	0
369	1	13	87	0	20	161	0	1	0
369	2	7	52	0	20	161	0	1	1
369	2	4	44	0	20	161	0	1	1
370	1	2	90	0	20	161	0	1	0
370	1	15	92	0	20	161	0	1	0
370	2	9	65	0	20	161	0	1	1
370	2	12	59	0	20	161	0	1	1
371	1	3	10	0	20	161	0	1	0
371	1	11	1	0	20	161	0	1	0
371	2	5	78	0	20	161	0	1	1
371	2	14	72	0	20	161	0	1	1
372	1	10	31	0	20	161	0	1	0
372	1	6	20	0	20	161	0	1	0
372	2	8	83	0	20	161	0	1	1
372	2	13	87	0	20	161	0	1	1
373	1	1	39	0	20	161	0	1	0
373	1	4	44	0	20	161	0	1	0
373	2	2	90	0	20	161	0	1	1
373	2	15	92	0	20	161	0	1	1
374	1	12	59	0	20	161	0	1	0
374	1	7	52	0	20	161	0	1	0
374	2	3	10	0	20	161	0	1	1
374	2	11	1	0	20	161	0	1	1
375	1	9	65	0	20	161	0	1	0
375	1	14	72	0	20	161	0	1	0
375	2	6	20	0	20	161	0	1	1
375	2	10	31	0	20	161	0	1	1
376	1	8	83	0	20	161	0	1	0
376	1	5	78	0	20	161	0	1	0
376	2	1	39	0	20	161	0	1	1
376	2	4	44	0	20	161	0	1	1
377	1	2	90	0	20	161	0	1	0
377	1	13	87	0	20	161	0	1	0
377	2	7	52	0	20	161	0	1	1
377	2	12	59	0	20	161	0	1	1
378	1	11	1	0	20	161	0	1	0
378	1	15	92	0	20	161	0	1	0
378	2	9	65	0	20	161	0	1	1
378	2	14	72	0	20	161	0	1	1
379	1	3	10	0	20	161	0	1	0
379	1	6	20	0	20	161	0	1	0
379	2	5	78	0	20	161	0	1	1
379	2	8	83	0	20	161	0	1	1
380	1	1	39	0	20	161	0	1	0
380	1	10	31	0	20	161	0	1	0
380	2	2	90	0	20	161	0	1	1
380	2	13	87	0	20	161	0	1	1
381	1	4	44	0	20	161	0	1	0
381	1	7	52	0	20	161	0	1	0
381	2	15	92	0	20	161	0	1	1
381	2	11	1	0	20	161	0	1	1
382	1	12	59	0	20	161	0	1	0
382	1	9	65	0	20	161	0	1	0
382	2	6	20	0	20	161	0	1	1
382	2	3	10	0	20	161	0	1	1
383	1	5	78	0	20	161	0	1	0
383	1	14	72	0	20	161	0	1	0
383	2	1	39	0	20	161	0	1	1
383	2	10	31	0	20	161	0	1	1
384	1	8	83	0	20	161	0	1	0
384	1	13	87	0	20	161	0	1	0
384	2	7	52	0	20	161	0	1	1
384	2	4	44	0	20	161	0	1	1
385	1	2	90	0	20	161	0	1	0
385	1	15	92	0	20	161	0	1	0
385	2	9	65	0	20	161	0	1	1
385	2	12	59	0	20	161	0	1	1
386	1	3	10	0	20	161	0	1	0
386	1	11	1	0	20	161	0	1	0
386	2	5	78	0	20	161	0	1	1
386	2	14	72	0	20	161	0	1	1
387	1	10	31	0	20	161	0	1	0
387	1	6	20	0	20	161	0	1	0
387	2	8	83	0	20	161	0	1	1
387	2	13	87	0	20	161	0	1	1
388	1	1	39	0	20	161	0	1	0
388	1	4	44	0	20	161	0	1	0
388	2	2	90	0	20	161	0	1	1
388	2	15	92	0	20	161	0	1	1
389	1	12	59	0	20	161	0	1	0
389	1	7	52	0	20	161	0	1	0
389	2	3	10	0	20	161	0	1	1
389	2	11	1	0	20	161	0	1	1
390	1	9	65	0	20	161	0	1	0
390	1	14	72	0	20	161	0	1	0
390	2	6	20	0	20	161	0	1	1
390	2	10	31	0	20	161	0	1	1
391	1	8	83	0	20	161	0	1	0
391	1	5	78	0	20	161	0	1	0
391	2	1	39	0	20	161	0	1	1
391	2	4	44	0	20	161	0	1	1
392	1	2	90	0	20	161	0	1	0
392	1	13	87	0	20	161	0	1	0
392	2	7	52	0	20	161	0	1	1
392	2	12	59	0	20	161	0	1	1
393	1	11	1	0	20	161	0	1	0
393	1	15	92	0	20	161	0	1	0
393	2	9	65	0	20	161	0	1	1
393	2	14	72	0	20	161	0	1	1
394	1	3	10	0	20	161	0	1	0
394	1	6	20	0	20	161	0	1	0
394	2	5	78	0	20	161	0	1	1
394	2	8	83	0	20	161	0	1	1
395	1	1	39	0	20	161	0	1	0
395	1	10	31	0	20	161	0	1	0
395	2	2	90	0	20	161	0	1	1
395	2	13	87	0	20	161	0	1	1
