% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
30	2	11	1	0	28	549	0	1	1
31	1	3	10	0	0	19	0	1	0
31	2	3	10	0	0	19	0	1	1
32	1	11	1	0	28	549	0	1	0
32	2	11	1	0	28	549	0	1	1
33	1	3	10	0	28	549	0	1	0
33	2	3	10	0	28	549	0	1	1
34	1	6	20	0	0	19	0	1	0
34	2	6	20	0	0	19	0	1	1
35	1	3	10	0	28	549	0	1	0
35	2	3	10	0	28	549	0	1	1
36	1	6	20	0	0	19	0	1	0
36	2	6	20	0	0	19	0	1	1
37	1	3	10	0	28	549	0	1	0
37	2	3	10	0	28	549	0	1	1
38	1	11	1	0	28	549	0	1	0
38	2	11	1	0	28	549	0	1	1
39	1	6	20	0	28	549	0	1	0
39	2	6	20	0	28	549	0	1	1
40	1	10	31	0	0	19	0	1	0
40	2	10	31	0	0	19	0	1	1
41	1	6	20	0	28	549	0	1	0
41	2	6	20	0	28	549	0	1	1
42	1	10	31	0	0	19	0	1	0
42	2	10	31	0	0	19	0	1	1
43	1	6	20	0	28	549	0	1	0
43	2	6	20	0	28	549	0	1	1
44	1	3	10	0	28	549	0	1	0
44	2	3	10	0	28	549	0	1	1
45	1	10	31	0	28	549	0	1	0
45	2	10	31	0	28	549	0	1	1
46	1	1	39	0	0	19	0	1	0
46	2	1	39	0	0	19	0	1	1
47	1	10	31	0	28	549	0	1	0
47	2	10	31	0	28	549	0	1	1
48	1	1	39	0	0	19	0	1	0
48	2	1	39	0	0	19	0	1	1
49	1	10	31	0	28	549	0	1	0
49	2	10	31	0	28	549	0	1	1
50	1	6	20	0	28	549	0	1	0
50	2	6	20	0	28	549	0	1	1
51	1	1	39	0	28	549	0	1	0
51	2	1	39	0	28	549	0	1	1
52	1	4	44	0	0	19	0	1	0
52	2	4	44	0	0	19	0	1	1
53	1	1	39	0	28	549	0	1	0
53	2	1	39	0	28	549	0	1	1
54	1	4	44	0	0	19	0	1	0
54	2	4	44	0	0	19	0	1	1
55	1	1	39	0	28	549	0	1	0
55	2	1	39	0	28	549	0	1	1
56	1	10	31	0	28	549	0	1	0
56	2	10	31	0	28	549	0	1	1
57	1	4	44	0	28	549	0	1	0
57	2	4	44	0	28	549	0	1	1
58	1	7	52	0	0	19	0	1	0
58	2	7	52	0	0	19	0	1	1
59	1	4	44	0	28	549	0	1	0
59	2	4	44	0	28	549	0	1	1
60	1	7	52	0	0	19	0	1	0
60	2	7	52	0	0	19	0	1	1
61	1	4	44	0	28	549	0	1	0
61	2	4	44	0	28	549	0	1	1
62	1	1	39	0	28	549	0	1	0
62	2	1	39	0	28	549	0	1	1
63	1	7	52	0	28	549	0	1	0
63	2	7	52	0	28	549	0	1	1
64	1	12	59	0	0	19	0	1	0
64	2	12	59	0	0	19	0	1	1
65	1	7	52	0	28	549	0	1	0
65	2	7	52	0	28	549	0	1	1
66	1	12	59	0	0	19	0	1	0
66	2	12	59	0	0	19	0	1	1
67	1	7	52	0	28	549	0	1	0
67	2	7	52	0	28	549	0	1	1
68	1	4	44	0	28	549	0	1	0
68	2	4	44	0	28	549	0	1	1
69	1	12	59	0	28	549	0	1	0
69	2	12	59	0	28	549	0	1	1
70	1	9	65	0	0	19	0	1	0
70	2	9	65	0	0	19	0	1	1
71	1	12	59	0	28	549	0	1	0
71	2	12	59	0	28	549	0	1	1
72	1	9	65	0	0	19	0	1	0
72	2	9	65	0	0	19	0	1	1
73	1	12	59	0	28	549	0	1	0
73	2	12	59	0	28	549	0	1	1
74	1	11	1	0	28	549	0	1	0
74	2	11	1	0	28	549	0	1	1
75	1	9	65	0	28	549	0	1	0
75	2	9	65	0	28	549	0	1	1
76	1	14	72	0	0	19	0	1	0
76	2	14	72	0	0	19	0	1	1
77	1	9	65	0	28	549	0	1	0
77	2	9	65	0	28	549	0	1	1
78	1	14	72	0	0	19	0	1	0
78	2	14	72	0	0	19	0	1	1
79	1	9	65	0	28	549	0	1	0
79	2	9	65	0	28	549	0	1	1
80	1	7	52	0	28	549	0	1	0
80	2	7	52	0	28	549	0	1	1
81	1	14	72	0	28	549	0	1	0
81	2	14	72	0	28	549	0	1	1
82	1	5	78	0	0	19	0	1	0
82	2	5	78	0	0	19	0	1	1
83	1	14	72	0	28	549	0	1	0
83	2	14	72	0	28	549	0	1	1
84	1	5	78	0	0	19	0	1	0
84	2	5	78	0	0	19	0	1	1
85	1	14	72	0	28	549	0	1	0
85	2	14	72	0	28	549	0	1	1
86	1	3	10	0	28	549	0	1	0
86	2	3	10	0	28	549	0	1	1
87	1	5	78	0	28	549	0	1	0
87	2	5	78	0	28	549	0	1	1
88	1	8	83	0	0	19	0	1	0
88	2	8	83	0	0	19	0	1	1
89	1	5	78	0	28	549	0	1	0
89	2	5	78	0	28	549	0	1	1
90	1	8	83	0	0	19	0	1	0
90	2	8	83	0	0	19	0	1	1
91	1	5	78	0	28	549	0	1	0
91	2	5	78	0	28	549	0	1	1
92	1	12	59	0	28	549	0	1	0
92	2	12	59	0	28	549	0	1	1
93	1	8	83	0	28	549	0	1	0
93	2	8	83	0	28	549	0	1	1
94	1	13	87	0	0	19	0	1	0
94	2	13	87	0	0	19	0	1	1
95	1	8	83	0	28	549	0	1	0
95	2	8	83	0	28	549	0	1	1
96	1	13	87	0	0	19	0	1	0
96	2	13	87	0	0	19	0	1	1
97	1	8	83	0	28	549	0	1	0
97	2	8	83	0	28	549	0	1	1
98	1	6	20	0	28	549	0	1	0
98	2	6	20	0	28	549	0	1	1
99	1	13	87	0	28	549	0	1	0
99	2	13	87	0	28	549	0	1	1
100	1	2	90	0	0	19	0	1	0
100	2	2	90	0	0	19	0	1	1
101	1	13	87	0	28	549	0	1	0
101	2	13	87	0	28	549	0	1	1
102	1	2	90	0	0	19	0	1	0
102	2	2	90	0	0	19	0	1	1
103	1	13	87	0	28	549	0	1	0
103	2	13	87	0	28	549	0	1	1
104	1	9	65	0	28	549	0	1	0
104	2	9	65	0	28	549	0	1	1
105	1	2	90	0	28	549	0	1	0
105	2	2	90	0	28	549	0	1	1
106	1	15	92	0	0	19	0	1	0
106	2	15	92	0	0	19	0	1	1
107	1	2	90	0	28	549	0	1	0
107	2	2	90	0	28	549	0	1	1
108	1	15	92	0	0	19	0	1	0
108	2	15	92	0	0	19	0	1	1
109	1	2	90	0	28	549	0	1	0
109	2	2	90	0	28	549	0	1	1
110	1	10	31	0	28	549	0	1	0
110	2	10	31	0	28	549	0	1	1
111	1	15	92	0	28	549	0	1	0
111	2	15	92	0	28	549	0	1	1
112	1	15	92	0	28	549	0	1	0
112	2	15	92	0	28	549	0	1	1
113	1	15	92	0	28	549	0	1	0
113	2	15	92	0	28	549	0	1	1
114	1	14	72	0	28	549	0	1	0
114	2	14	72	0	28	549	0	1	1
115	1	1	39	0	28	549	0	1	0
115	2	1	39	0	28	549	0	1	1
116	1	5	78	0	28	549	0	1	0
116	2	5	78	0	28	549	0	1	1
117	1	4	44	0	28	549	0	1	0
117	2	4	44	0	28	549	0	1	1
118	1	11	1	0	28	549	0	1	0
118	2	11	1	0	28	549	0	1	1
119	1	8	83	0	28	549	0	1	0
119	2	8	83	0	28	549	0	1	1
120	1	7	52	0	28	549	0	1	0
120	2	7	52	0	28	549	0	1	1
121	1	3	10	0	28	549	0	1	0
121	2	3	10	0	28	549	0	1	1
122	1	13	87	0	28	549	0	1	0
122	2	13	87	0	28	549	0	1	1
123	1	12	59	0	28	549	0	1	0
123	2	12	59	0	28	549	0	1	1
124	1	6	20	0	28	549	0	1	0
124	2	6	20	0	28	549	0	1	1
125	1	2	90	0	28	549	0	1	0
125	2	2	90	0	28	549	0	1	1
126	1	15	92	0	28	549	0	1	0
126	2	15	92	0	28	549	0	1	1
127	1	9	65	0	28	549	0	1	0
127	2	9	65	0	28	549	0	1	1
128	1	10	31	0	28	549	0	1	0
128	2	10	31	0	28	549	0	1	1
129	1	14	72	0	28	549	0	1	0
129	2	14	72	0	28	549	0	1	1
130	1	1	39	0	28	549	0	1	0
130	2	1	39	0	28	549	0	1	1
131	1	5	78	0	28	549	0	1	0
131	2	5	78	0	28	549	0	1	1
132	1	4	44	0	28	549	0	1	0
132	2	4	44	0	28	549	0	1	1
133	1	11	1	0	28	549	0	1	0
133	2	11	1	0	28	549	0	1	1
134	1	8	83	0	28	549	0	1	0
134	2	8	83	0	28	549	0	1	1
135	1	7	52	0	28	549	0	1	0
135	2	7	52	0	28	549	0	1	1
136	1	3	10	0	28	549	0	1	0
136	2	3	10	0	28	549	0	1	1
137	1	13	87	0	28	549	0	1	0
137	2	13	87	0	28	549	0	1	1
138	1	12	59	0	28	549	0	1	0
138	2	12	59	0	28	549	0	1	1
139	1	6	20	0	28	549	0	1	0
139	2	6	20	0	28	549	0	1	1
140	1	2	90	0	28	549	0	1	0
140	2	2	90	0	28	549	0	1	1
141	1	15	92	0	28	549	0	1	0
141	2	15	92	0	28	549	0	1	1
142	1	9	65	0	28	549	0	1	0
142	2	9	65	0	28	549	0	1	1
143	1	10	31	0	28	549	0	1	0
143	2	10	31	0	28	549	0	1	1
144	1	14	72	0	28	549	0	1	0
144	2	14	72	0	28	549	0	1	1
145	1	1	39	0	28	549	0	1	0
145	2	1	39	0	28	549	0	1	1
146	1	5	78	0	28	549	0	1	0
146	2	5	78	0	28	549	0	1	1
147	1	4	44	0	28	549	0	1	0
147	2	4	44	0	28	549	0	1	1
148	1	11	1	0	28	549	0	1	0
148	2	11	1	0	28	549	0	1	1
149	1	8	83	0	28	549	0	1	0
149	2	8	83	0	28	549	0	1	1
150	1	7	52	0	28	549	0	1	0
150	2	7	52	0	28	549	0	1	1
151	1	3	10	0	28	549	0	1	0
151	2	3	10	0	28	549	0	1	1
152	1	13	87	0	28	549	0	1	0
152	2	13	87	0	28	549	0	1	1
153	1	12	59	0	28	549	0	1	0
153	2	12	59	0	28	549	0	1	1
154	1	6	20	0	28	549	0	1	0
154	2	6	20	0	28	549	0	1	1
155	1	2	90	0	28	549	0	1	0
155	2	2	90	0	28	549	0	1	1
156	1	15	92	0	28	549	0	1	0
156	2	15	92	0	28	549	0	1	1
157	1	9	65	0	28	549	0	1	0
157	2	9	65	0	28	549	0	1	1
158	1	10	31	0	28	549	0	1	0
158	2	10	31	0	28	549	0	1	1
159	1	14	72	0	28	549	0	1	0
159	2	14	72	0	28	549	0	1	1
160	1	1	39	0	28	549	0	1	0
160	2	1	39	0	28	549	0	1	1
161	1	5	78	0	28	549	0	1	0
161	2	5	78	0	28	549	0	1	1
162	1	4	44	0	28	549	0	1	0
162	2	4	44	0	28	549	0	1	1
163	1	11	1	0	28	549	0	1	0
163	2	11	1	0	28	549	0	1	1
164	1	8	83	0	28	549	0	1	0
164	2	8	83	0	28	549	0	1	1
165	1	7	52	0	28	549	0	1	0
165	2	7	52	0	28	549	0	1	1
166	1	3	10	0	28	549	0	1	0
166	2	3	10	0	28	549	0	1	1
167	1	13	87	0	28	549	0	1	0
167	2	13	87	0	28	549	0	1	1
168	1	12	59	0	28	549	0	1	0
168	2	12	59	0	28	549	0	1	1
169	1	6	20	0	28	549	0	1	0
169	2	6	20	0	28	549	0	1	1
170	1	2	90	0	28	549	0	1	0
170	2	2	90	0	28	549	0	1	1
171	1	15	92	0	28	549	0	1	0
171	2	15	92	0	28	549	0	1	1
172	1	9	65	0	28	549	0	1	0
172	2	9	65	0	28	549	0	1	1
173	1	10	31	0	28	549	0	1	0
173	2	10	31	0	28	549	0	1	1
174	1	14	72	0	28	549	0	1	0
174	2	14	72	0	28	549	0	1	1
175	1	1	39	0	28	549	0	1	0
175	2	1	39	0	28	549	0	1	1
176	1	5	78	0	28	549	0	1	0
176	2	5	78	0	28	549	0	1	1
177	1	4	44	0	28	549	0	1	0
177	2	4	44	0	28	549	0	1	1
178	1	11	1	0	28	549	0	1	0
178	2	11	1	0	28	549	0	1	1
179	1	8	83	0	28	549	0	1	0
179	2	8	83	0	28	549	0	1	1
180	1	7	52	0	28	549	0	1	0
180	2	7	52	0	28	549	0	1	1
181	1	3	10	0	28	549	0	1	0
181	2	3	10	0	28	549	0	1	1
182	1	13	87	0	28	549	0	1	0
182	2	13	87	0	28	549	0	1	1
183	1	12	59	0	28	549	0	1	0
183	2	12	59	0	28	549	0	1	1
184	1	6	20	0	28	549	0	1	0
184	2	6	20	0	28	549	0	1	1
185	1	2	90	0	28	549	0	1	0
185	2	2	90	0	28	549	0	1	1
186	1	15	92	0	28	549	0	1	0
186	2	15	92	0	28	549	0	1	1
187	1	9	65	0	28	549	0	1	0
187	2	9	65	0	28	549	0	1	1
188	1	10	31	0	28	549	0	1	0
188	2	10	31	0	28	549	0	1	1
189	1	14	72	0	28	549	0	1	0
189	2	14	72	0	28	549	0	1	1
190	1	1	39	0	28	549	0	1	0
190	2	1	39	0	28	549	0	1	1
191	1	5	78	0	28	549	0	1	0
191	2	5	78	0	28	549	0	1	1
192	1	4	44	0	28	549	0	1	0
192	2	4	44	0	28	549	0	1	1
193	1	11	1	0	28	549	0	1	0
193	2	11	1	0	28	549	0	1	1
194	1	8	83	0	28	549	0	1	0
194	2	8	83	0	28	549	0	1	1
195	1	7	52	0	28	549	0	1	0
195	2	7	52	0	28	549	0	1	1
196	1	3	10	0	28	549	0	1	0
196	2	3	10	0	28	549	0	1	1
197	1	13	87	0	28	549	0	1	0
197	2	13	87	0	28	549	0	1	1
198	1	12	59	0	28	549	0	1	0
198	2	12	59	0	28	549	0	1	1
199	1	6	20	0	28	549	0	1	0
199	2	6	20	0	28	549	0	1	1
200	1	2	90	0	28	549	0	1	0
200	2	2	90	0	28	549	0	1	1
201	1	15	92	0	28	549	0	1	0
201	2	15	92	0	28	549	0	1	1
202	1	9	65	0	28	549	0	1	0
202	2	9	65	0	28	549	0	1	1
203	1	10	31	0	28	549	0	1	0
203	2	10	31	0	28	549	0	1	1
204	1	14	72	0	28	549	0	1	0
204	2	14	72	0	28	549	0	1	1
205	1	1	39	0	28	549	0	1	0
205	2	1	39	0	28	549	0	1	1
206	1	5	78	0	28	549	0	1	0
206	2	5	78	0	28	549	0	1	1
207	1	4	44	0	28	549	0	1	0
207	2	4	44	0	28	549	0	1	1
208	1	11	1	0	28	549	0	1	0
208	2	11	1	0	28	549	0	1	1
209	1	8	83	0	28	549	0	1	0
209	2	8	83	0	28	549	0	1	1
210	1	7	52	0	28	549	0	1	0
210	2	7	52	0	28	549	0	1	1
211	1	3	10	0	28	549	0	1	0
211	2	3	10	0	28	549	0	1	1
212	1	13	87	0	28	549	0	1	0
212	2	13	87	0	28	549	0	1	1
213	1	12	59	0	28	549	0	1	0
213	2	12	59	0	28	549	0	1	1
214	1	6	20	0	28	549	0	1	0
214	2	6	20	0	28	549	0	1	1
215	1	2	90	0	28	549	0	1	0
215	2	2	90	0	28	549	0	1	1
216	1	15	92	0	28	549	0	1	0
216	2	15	92	0	28	549	0	1	1
217	1	9	65	0	28	549	0	1	0
217	2	9	65	0	28	549	0	1	1
218	1	10	31	0	28	549	0	1	0
218	2	10	31	0	28	549	0	1	1
219	1	14	72	0	28	549	0	1	0
219	2	14	72	0	28	549	0	1	1
220	1	1	39	0	28	549	0	1	0
220	2	1	39	0	28	549	0	1	1
221	1	5	78	0	28	549	0	1	0
221	2	5	78	0	28	549	0	1	1
222	1	4	44	0	28	549	0	1	0
222	2	4	44	0	28	549	0	1	1
223	1	11	1	0	28	549	0	1	0
223	2	11	1	0	28	549	0	1	1
224	1	8	83	0	28	549	0	1	0
224	2	8	83	0	28	549	0	1	1
225	1	7	52	0	28	549	0	1	0
225	2	7	52	0	28	549	0	1	1
226	1	3	10	0	28	549	0	1	0
226	2	3	10	0	28	549	0	1	1
227	1	13	87	0	28	549	0	1	0
227	2	13	87	0	28	549	0	1	1
228	1	12	59	0	28	549	0	1	0
228	2	12	59	0	28	549	0	1	1
229	1	6	20	0	28	549	0	1	0
229	2	6	20	0	28	549	0	1	1
230	1	2	90	0	28	549	0	1	0
230	2	2	90	0	28	549	0	1	1
231	1	15	92	0	28	549	0	1	0
231	2	15	92	0	28	549	0	1	1
232	1	9	65	0	28	549	0	1	0
232	2	9	65	0	28	549	0	1	1
233	1	10	31	0	28	549	0	1	0
233	2	10	31	0	28	549	0	1	1
234	1	14	72	0	28	549	0	1	0
234	2	14	72	0	28	549	0	1	1
235	1	1	39	0	28	549	0	1	0
235	2	1	39	0	28	549	0	1	1
236	1	5	78	0	28	549	0	1	0
236	2	5	78	0	28	549	0	1	1
237	1	4	44	0	28	549	0	1	0
237	2	4	44	0	28	549	0	1	1
238	1	11	1	0	28	549	0	1	0
238	2	11	1	0	28	549	0	1	1
239	1	8	83	0	28	549	0	1	0
239	2	8	83	0	28	549	0	1	1
240	1	7	52	0	28	549	0	1	0
240	2	7	52	0	28	549	0	1	1
241	1	3	10	0	28	549	0	1	0
241	2	3	10	0	28	549	0	1	1
242	1	13	87	0	28	549	0	1	0
242	2	13	87	0	28	549	0	1	1
243	1	12	59	0	28	549	0	1	0
243	2	12	59	0	28	549	0	1	1
244	1	6	20	0	28	549	0	1	0
244	2	6	20	0	28	549	0	1	1
245	1	2	90	0	28	549	0	1	0
245	2	2	90	0	28	549	0	1	1
246	1	15	92	0	28	549	0	1	0
246	2	15	92	0	28	549	0	1	1
247	1	9	65	0	28	549	0	1	0
247	2	9	65	0	28	549	0	1	1
248	1	10	31	0	28	549	0	1	0
248	2	10	31	0	28	549	0	1	1
249	1	14	72	0	28	549	0	1	0
249	2	14	72	0	28	549	0	1	1
250	1	1	39	0	28	549	0	1	0
250	2	1	39	0	28	549	0	1	1
251	1	5	78	0	28	549	0	1	0
251	2	5	78	0	28	549	0	1	1
252	1	4	44	0	28	549	0	1	0
252	2	4	44	0	28	549	0	1	1
253	1	11	1	0	28	549	0	1	0
253	2	11	1	0	28	549	0	1	1
254	1	8	83	0	28	549	0	1	0
254	2	8	83	0	28	549	0	1	1
255	1	7	52	0	28	549	0	1	0
255	2	7	52	0	28	549	0	1	1
256	1	3	10	0	28	549	0	1	0
256	2	3	10	0	28	549	0	1	1
257	1	13	87	0	28	549	0	1	0
257	2	13	87	0	28	549	0	1	1
258	1	12	59	0	28	549	0	1	0
258	2	12	59	0	28	549	0	1	1
259	1	6	20	0	28	549	0	1	0
259	2	6	20	0	28	549	0	1	1
260	1	2	90	0	28	549	0	1	0
260	2	2	90	0	28	549	0	1	1
261	1	15	92	0	28	549	0	1	0
261	2	15	92	0	28	549	0	1	1
262	1	9	65	0	28	549	0	1	0
262	2	9	65	0	28	549	0	1	1
263	1	10	31	0	28	549	0	1	0
263	2	10	31	0	28	549	0	1	1
264	1	14	72	0	28	549	0	1	0
264	2	14	72	0	28	549	0	1	1
265	1	1	39	0	28	549	0	1	0
265	2	1	39	0	28	549	0	1	1
266	1	5	78	0	28	549	0	1	0
266	2	5	78	0	28	549	0	1	1
267	1	4	44	0	28	549	0	1	0
267	2	4	44	0	28	549	0	1	1
268	1	11	1	0	28	549	0	1	0
268	2	11	1	0	28	549	0	1	1
269	1	8	83	0	28	549	0	1	0
269	2	8	83	0	28	549	0	1	1
270	1	7	52	0	28	549	0	1	0
270	2	7	52	0	28	549	0	1	1
271	1	3	10	0	28	549	0	1	0
271	2	3	10	0	28	549	0	1	1
272	1	13	87	0	28	549	0	1	0
272	2	13	87	0	28	549	0	1	1
273	1	12	59	0	28	549	0	1	0
273	2	12	59	0	28	549	0	1	1
274	1	6	20	0	28	549	0	1	0
274	2	6	20	0	28	549	0	1	1
275	1	2	90	0	28	549	0	1	0
275	2	2	90	0	28	549	0	1	1
276	1	15	92	0	28	549	0	1	0
276	2	15	92	0	28	549	0	1	1
277	1	9	65	0	28	549	0	1	0
277	2	9	65	0	28	549	0	1	1
278	1	10	31	0	28	549	0	1	0
278	2	10	31	0	28	549	0	1	1
279	1	14	72	0	28	549	0	1	0
279	2	14	72	0	28	549	0	1	1
280	1	1	39	0	28	549	0	1	0
280	2	1	39	0	28	549	0	1	1
281	1	5	78	0	28	549	0	1	0
281	2	5	78	0	28	549	0	1	1
282	1	4	44	0	28	549	0	1	0
282	2	4	44	0	28	549	0	1	1
283	1	11	1	0	28	549	0	1	0
283	2	11	1	0	28	549	0	1	1
284	1	8	83	0	28	549	0	1	0
284	2	8	83	0	28	549	0	1	1
285	1	7	52	0	28	549	0	1	0
285	2	7	52	0	28	549	0	1	1
286	1	3	10	0	28	549	0	1	0
286	2	3	10	0	28	549	0	1	1
287	1	13	87	0	28	549	0	1	0
287	2	13	87	0	28	549	0	1	1
288	1	12	59	0	28	549	0	1	0
288	2	12	59	0	28	549	0	1	1
289	1	6	20	0	28	549	0	1	0
289	2	6	20	0	28	549	0	1	1
290	1	2	90	0	28	549	0	1	0
290	2	2	90	0	28	549	0	1	1
291	1	15	92	0	28	549	0	1	0
291	2	15	92	0	28	549	0	1	1
292	1	9	65	0	28	549	0	1	0
292	2	9	65	0	28	549	0	1	1
293	1	10	31	0	28	549	0	1	0
293	2	10	31	0	28	549	0	1	1
294	1	14	72	0	28	549	0	1	0
294	2	14	72	0	28	549	0	1	1
295	1	1	39	0	28	549	0	1	0
295	2	1	39	0	28	549	0	1	1
296	1	5	78	0	28	549	0	1	0
296	2	5	78	0	28	549	0	1	1
297	1	4	44	0	28	549	0	1	0
297	2	4	44	0	28	549	0	1	1
298	1	11	1	0	28	549	0	1	0
298	2	11	1	0	28	549	0	1	1
299	1	8	83	0	28	549	0	1	0
299	2	8	83	0	28	549	0	1	1
300	1	7	52	0	28	549	0	1	0
300	2	7	52	0	28	549	0	1	1
301	1	3	10	0	28	549	0	1	0
301	2	3	10	0	28	549	0	1	1
302	1	13	87	0	28	549	0	1	0
302	2	13	87	0	28	549	0	1	1
303	1	12	59	0	28	549	0	1	0
303	2	12	59	0	28	549	0	1	1
304	1	6	20	0	28	549	0	1	0
304	2	6	20	0	28	549	0	1	1
305	1	2	90	0	28	549	0	1	0
305	2	2	90	0	28	549	0	1	1
306	1	15	92	0	28	549	0	1	0
306	2	15	92	0	28	549	0	1	1
307	1	9	65	0	28	549	0	1	0
307	2	9	65	0	28	549	0	1	1
308	1	10	31	0	28	549	0	1	0
308	2	10	31	0	28	549	0	1	1
309	1	14	72	0	28	549	0	1	0
309	2	14	72	0	28	549	0	1	1
310	1	1	39	0	28	549	0	1	0
310	2	1	39	0	28	549	0	1	1
311	1	5	78	0	28	549	0	1	0
311	2	5	78	0	28	549	0	1	1
312	1	4	44	0	28	549	0	1	0
312	2	4	44	0	28	549	0	1	1
313	1	11	1	0	28	549	0	1	0
313	2	11	1	0	28	549	0	1	1
314	1	8	83	0	28	549	0	1	0
314	2	8	83	0	28	549	0	1	1
315	1	7	52	0	28	549	0	1	0
315	2	7	52	0	28	549	0	1	1
316	1	3	10	0	28	549	0	1	0
316	2	3	10	0	28	549	0	1	1
317	1	13	87	0	28	549	0	1	0
317	2	13	87	0	28	549	0	1	1
318	1	12	59	0	28	549	0	1	0
318	2	12	59	0	28	549	0	1	1
319	1	6	20	0	28	549	0	1	0
319	2	6	20	0	28	549	0	1	1
320	1	2	90	0	28	549	0	1	0
320	2	2	90	0	28	549	0	1	1
321	1	15	92	0	28	549	0	1	0
321	2	15	92	0	28	549	0	1	1
322	1	9	65	0	28	549	0	1	0
322	2	9	65	0	28	549	0	1	1
323	1	10	31	0	28	549	0	1	0
323	2	10	31	0	28	549	0	1	1
324	1	14	72	0	28	549	0	1	0
324	2	14	72	0	28	549	0	1	1
325	1	1	39	0	28	549	0	1	0
325	2	1	39	0	28	549	0	1	1
326	1	5	78	0	28	549	0	1	0
326	2	5	78	0	28	549	0	1	1
327	1	4	44	0	28	549	0	1	0
327	2	4	44	0	28	549	0	1	1
328	1	11	1	0	28	549	0	1	0
328	2	11	1	0	28	549	0	1	1
329	1	8	83	0	28	549	0	1	0
329	2	8	83	0	28	549	0	1	1
330	1	7	52	0	28	549	0	1	0
330	2	7	52	0	28	549	0	1	1
331	1	3	10	0	28	549	0	1	0
331	2	3	10	0	28	549	0	1	1
332	1	13	87	0	28	549	0	1	0
332	2	13	87	0	28	549	0	1	1
333	1	12	59	0	28	549	0	1	0
333	2	12	59	0	28	549	0	1	1
334	1	6	20	0	28	549	0	1	0
334	2	6	20	0	28	549	0	1	1
335	1	2	90	0	28	549	0	1	0
335	2	2	90	0	28	549	0	1	1
336	1	15	92	0	28	549	0	1	0
336	2	15	92	0	28	549	0	1	1
337	1	9	65	0	28	549	0	1	0
337	2	9	65	0	28	549	0	1	1
338	1	10	31	0	28	549	0	1	0
338	2	10	31	0	28	549	0	1	1
339	1	14	72	0	28	549	0	1	0
339	2	14	72	0	28	549	0	1	1
340	1	1	39	0	28	549	0	1	0
340	2	1	39	0	28	549	0	1	1
341	1	5	78	0	28	549	0	1	0
341	2	5	78	0	28	549	0	1	1
342	1	4	44	0	28	549	0	1	0
342	2	4	44	0	28	549	0	1	1
343	1	11	1	0	28	549	0	1	0
343	2	11	1	0	28	549	0	1	1
344	1	8	83	0	28	549	0	1	0
344	2	8	83	0	28	549	0	1	1
345	1	7	52	0	28	549	0	1	0
345	2	7	52	0	28	549	0	1	1
346	1	3	10	0	28	549	0	1	0
346	2	3	10	0	28	549	0	1	1
347	1	13	87	0	28	549	0	1	0
347	2	13	87	0	28	549	0	1	1
348	1	12	59	0	28	549	0	1	0
348	2	12	59	0	28	549	0	1	1
349	1	6	20	0	28	549	0	1	0
349	2	6	20	0	28	549	0	1	1
350	1	2	90	0	28	549	0	1	0
350	2	2	90	0	28	549	0	1	1
351	1	15	92	0	28	549	0	1	0
351	2	15	92	0	28	549	0	1	1
352	1	9	65	0	28	549	0	1	0
352	2	9	65	0	28	549	0	1	1
353	1	10	31	0	28	549	0	1	0
353	2	10	31	0	28	549	0	1	1
354	1	14	72	0	28	549	0	1	0
354	2	14	72	0	28	549	0	1	1
355	1	1	39	0	28	549	0	1	0
355	2	1	39	0	28	549	0	1	1
356	1	5	78	0	28	549	0	1	0
356	2	5	78	0	28	549	0	1	1
357	1	4	44	0	28	549	0	1	0
357	2	4	44	0	28	549	0	1	1
358	1	11	1	0	28	549	0	1	0
358	2	11	1	0	28	549	0	1	1
359	1	8	83	0	28	549	0	1	0
359	2	8	83	0	28	549	0	1	1
360	1	7	52	0	28	549	0	1	0
360	2	7	52	0	28	549	0	1	1
361	1	3	10	0	28	549	0	1	0
361	2	3	10	0	28	549	0	1	1
362	1	13	87	0	28	549	0	1	0
362	2	13	87	0	28	549	0	1	1
363	1	12	59	0	28	549	0	1	0
363	2	12	59	0	28	549	0	1	1
364	1	6	20	0	28	549	0	1	0
364	2	6	20	0	28	549	0	1	1
365	1	2	90	0	28	549	0	1	0
365	2	2	90	0	28	549	0	1	1
366	1	15	92	0	28	549	0	1	0
366	2	15	92	0	28	549	0	1	1
367	1	9	65	0	28	549	0	1	0
367	2	9	65	0	28	549	0	1	1
368	1	10	31	0	28	549	0	1	0
368	2	10	31	0	28	549	0	1	1
369	1	14	72	0	28	549	0	1	0
369	2	14	72	0	28	549	0	1	1
370	1	1	39	0	28	549	0	1	0
370	2	1	39	0	28	549	0	1	1
371	1	5	78	0	28	549	0	1	0
371	2	5	78	0	28	549	0	1	1
372	1	4	44	0	28	549	0	1	0
372	2	4	44	0	28	549	0	1	1
373	1	11	1	0	28	549	0	1	0
373	2	11	1	0	28	549	0	1	1
374	1	8	83	0	28	549	0	1	0
374	2	8	83	0	28	549	0	1	1
375	1	7	52	0	28	549	0	1	0
375	2	7	52	0	28	549	0	1	1
376	1	3	10	0	28	549	0	1	0
376	2	3	10	0	28	549	0	1	1
377	1	13	87	0	28	549	0	1	0
377	2	13	87	0	28	549	0	1	1
378	1	12	59	0	28	549	0	1	0
378	2	12	59	0	28	549	0	1	1
379	1	6	20	0	28	549	0	1	0
