% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.613	1	8	62	4	83	20	161	1
0.614	1	10	62	5	31	20	161	0
0.614	1	1	62	5	39	20	161	0
0.614	1	13	62	5	87	20	161	1
0.614	1	2	62	5	90	20	161	1
0.615	1	4	62	6	44	20	161	0
0.615	1	7	62	6	52	20	161	0
0.615	1	15	62	6	92	20	161	1
0.615	1	11	62	6	1	20	161	1
0.616	1	12	62	7	59	20	161	0
0.616	1	9	62	7	65	20	161	0
0.616	1	3	62	7	10	20	161	1
0.616	1	6	62	7	20	20	161	1
0.617	1	14	62	8	72	20	161	0
0.617	1	5	62	8	78	20	161	0
0.617	1	10	62	8	31	20	161	1
0.617	1	1	62	8	39	20	161	1
0.618	1	8	62	9	83	20	161	0
0.618	1	13	62	9	87	20	161	0
0.618	1	4	62	9	44	20	161	1
0.618	1	7	62	9	52	20	161	1
0.619	1	2	62	10	90	20	161	0
0.619	1	15	62	10	92	20	161	0
0.619	1	12	62	10	59	20	161	1
0.619	1	9	62	10	65	20	161	1
0.62	1	11	63	1	1	20	161	0
0.62	1	3	63	1	10	20	161	0
0.62	1	14	63	1	72	20	161	1
0.62	1	5	63	1	78	20	161	1
0.621	1	6	63	2	20	20	161	0
0.621	1	10	63	2	31	20	161	0
0.621	1	8	63	2	83	20	161	1
0.621	1	13	63	2	87	20	161	1
0.622	1	1	63	3	39	20	161	0
0.622	1	4	63	3	44	20	161	0
0.622	1	2	63	3	90	20	161	1
0.622	1	15	63	3	92	20	161	1
0.623	1	7	63	4	52	20	161	0
0.623	1	12	63	4	59	20	161	0
0.623	1	11	63	4	1	20	161	1
0.623	1	3	63	4	10	20	161	1
0.624	1	9	63	5	65	20	161	0
0.624	1	14	63	5	72	20	161	0
0.624	1	6	63	5	20	20	161	1
0.624	1	10	63	5	31	20	161	1
0.625	1	5	63	6	78	20	161	0
0.625	1	8	63	6	83	20	161	0
0.625	1	1	63	6	39	20	161	1
0.625	1	4	63	6	44	20	161	1
0.626	1	13	63	7	87	20	161	0
0.626	1	2	63	7	90	20	161	0
0.626	1	7	63	7	52	20	161	1
0.626	1	12	63	7	59	20	161	1
0.627	1	15	63	8	92	20	161	0
0.627	1	11	63	8	1	20	161	0
0.627	1	9	63	8	65	20	161	1
0.627	1	14	63	8	72	20	161	1
0.628	1	3	63	9	10	20	161	0
0.628	1	6	63	9	20	20	161	0
0.628	1	5	63	9	78	20	161	1
0.628	1	8	63	9	83	20	161	1
0.629	1	10	63	10	31	20	161	0
0.629	1	1	63	10	39	20	161	0
0.629	1	13	63	10	87	20	161	1
0.629	1	2	63	10	90	20	161	1
0.63	1	4	64	1	44	20	161	0
0.63	1	7	64	1	52	20	161	0
0.63	1	15	64	1	92	20	161	1
0.63	1	11	64	1	1	20	161	1
0.631	1	12	64	2	59	20	161	0
0.631	1	9	64	2	65	20	161	0
0.631	1	3	64	2	10	20	161	1
0.631	1	6	64	2	20	20	161	1
0.632	1	14	64	3	72	20	161	0
0.632	1	5	64	3	78	20	161	0
0.632	1	10	64	3	31	20	161	1
0.632	1	1	64	3	39	20	161	1
0.633	1	8	64	4	83	20	161	0
0.633	1	13	64	4	87	20	161	0
0.633	1	4	64	4	44	20	161	1
0.633	1	7	64	4	52	20	161	1
0.634	1	2	64	5	90	20	161	0
0.634	1	15	64	5	92	20	161	0
0.634	1	12	64	5	59	20	161	1
0.634	1	9	64	5	65	20	161	1
0.635	1	11	64	6	1	20	161	0
0.635	1	3	64	6	10	20	161	0
0.635	1	14	64	6	72	20	161	1
0.635	1	5	64	6	78	20	161	1
0.636	1	6	64	7	20	20	161	0
0.636	1	10	64	7	31	20	161	0
0.636	1	8	64	7	83	20	161	1
0.636	1	13	64	7	87	20	161	1
0.637	1	1	64	8	39	20	161	0
0.637	1	4	64	8	44	20	161	0
0.637	1	2	64	8	90	20	161	1
0.637	1	15	64	8	92	20	161	1
0.638	1	7	64	9	52	20	161	0
0.638	1	12	64	9	59	20	161	0
0.638	1	11	64	9	1	20	161	1
0.638	1	3	64	9	10	20	161	1
0.639	1	9	64	10	65	20	161	0
0.639	1	14	64	10	72	20	161	0
0.639	1	6	64	10	20	20	161	1
0.639	1	10	64	10	31	20	161	1
0.64	1	5	65	1	78	20	161	0
0.64	1	8	65	1	83	20	161	0
0.64	1	1	65	1	39	20	161	1
0.64	1	4	65	1	44	20	161	1
0.641	1	13	65	2	87	20	161	0
0.641	1	2	65	2	90	20	161	0
0.641	1	7	65	2	52	20	161	1
0.641	1	12	65	2	59	20	161	1
0.642	1	15	65	3	92	20	161	0
0.642	1	11	65	3	1	20	161	0
0.642	1	9	65	3	65	20	161	1
0.642	1	14	65	3	72	20	161	1
0.643	1	3	65	4	10	20	161	0
0.643	1	6	65	4	20	20	161	0
0.643	1	5	65	4	78	20	161	1
0.643	1	8	65	4	83	20	161	1
0.644	1	10	65	5	31	20	161	0
0.644	1	1	65	5	39	20	161	0
0.644	1	13	65	5	87	20	161	1
0.644	1	2	65	5	90	20	161	1
0.645	1	4	65	6	44	20	161	0
0.645	1	7	65	6	52	20	161	0
0.645	1	15	65	6	92	20	161	1
0.645	1	11	65	6	1	20	161	1
0.646	1	12	65	7	59	20	161	0
0.646	1	9	65	7	65	20	161	0
0.646	1	3	65	7	10	20	161	1
0.646	1	6	65	7	20	20	161	1
0.647	1	14	65	8	72	20	161	0
0.647	1	5	65	8	78	20	161	0
0.647	1	10	65	8	31	20	161	1
0.647	1	1	65	8	39	20	161	1
0.648	1	8	65	9	83	20	161	0
0.648	1	13	65	9	87	20	161	0
0.648	1	4	65	9	44	20	161	1
0.648	1	7	65	9	52	20	161	1
0.649	1	2	65	10	90	20	161	0
0.649	1	15	65	10	92	20	161	0
0.649	1	12	65	10	59	20	161	1
0.649	1	9	65	10	65	20	161	1
0.65	1	11	66	1	1	20	161	0
0.65	1	3	66	1	10	20	161	0
0.65	1	14	66	1	72	20	161	1
0.65	1	5	66	1	78	20	161	1
0.651	1	6	66	2	20	20	161	0
0.651	1	10	66	2	31	20	161	0
0.651	1	8	66	2	83	20	161	1
0.651	1	13	66	2	87	20	161	1
0.652	1	1	66	3	39	20	161	0
0.652	1	4	66	3	44	20	161	0
0.652	1	2	66	3	90	20	161	1
0.652	1	15	66	3	92	20	161	1
0.653	1	7	66	4	52	20	161	0
0.653	1	12	66	4	59	20	161	0
0.653	1	11	66	4	1	20	161	1
0.653	1	3	66	4	10	20	161	1
0.654	1	9	66	5	65	20	161	0
0.654	1	14	66	5	72	20	161	0
0.654	1	6	66	5	20	20	161	1
0.654	1	10	66	5	31	20	161	1
0.655	1	5	66	6	78	20	161	0
0.655	1	8	66	6	83	20	161	0
0.655	1	1	66	6	39	20	161	1
0.655	1	4	66	6	44	20	161	1
0.656	1	13	66	7	87	20	161	0
0.656	1	2	66	7	90	20	161	0
0.656	1	7	66	7	52	20	161	1
0.656	1	12	66	7	59	20	161	1
0.657	1	15	66	8	92	20	161	0
0.657	1	11	66	8	1	20	161	0
0.657	1	9	66	8	65	20	161	1
0.657	1	14	66	8	72	20	161	1
0.658	1	3	66	9	10	20	161	0
0.658	1	6	66	9	20	20	161	0
0.658	1	5	66	9	78	20	161	1
0.658	1	8	66	9	83	20	161	1
0.659	1	10	66	10	31	20	161	0
0.659	1	1	66	10	39	20	161	0
0.659	1	13	66	10	87	20	161	1
0.659	1	2	66	10	90	20	161	1
0.66	1	4	67	1	44	20	161	0
0.66	1	7	67	1	52	20	161	0
0.66	1	15	67	1	92	20	161	1
0.66	1	11	67	1	1	20	161	1
0.661	1	12	67	2	59	20	161	0
0.661	1	9	67	2	65	20	161	0
0.661	1	3	67	2	10	20	161	1
0.661	1	6	67	2	20	20	161	1
0.662	1	14	67	3	72	20	161	0
0.662	1	5	67	3	78	20	161	0
0.662	1	10	67	3	31	20	161	1
0.662	1	1	67	3	39	20	161	1
0.663	1	8	67	4	83	20	161	0
0.663	1	13	67	4	87	20	161	0
0.663	1	4	67	4	44	20	161	1
0.663	1	7	67	4	52	20	161	1
0.664	1	2	67	5	90	20	161	0
0.664	1	15	67	5	92	20	161	0
0.664	1	12	67	5	59	20	161	1
0.664	1	9	67	5	65	20	161	1
0.665	1	11	67	6	1	20	161	0
0.665	1	3	67	6	10	20	161	0
0.665	1	14	67	6	72	20	161	1
0.665	1	5	67	6	78	20	161	1
0.666	1	6	67	7	20	20	161	0
0.666	1	10	67	7	31	20	161	0
0.666	1	8	67	7	83	20	161	1
0.666	1	13	67	7	87	20	161	1
0.667	1	1	67	8	39	20	161	0
0.667	1	4	67	8	44	20	161	0
0.667	1	2	67	8	90	20	161	1
0.667	1	15	67	8	92	20	161	1
0.668	1	7	67	9	52	20	161	0
0.668	1	12	67	9	59	20	161	0
0.668	1	11	67	9	1	20	161	1
0.668	1	3	67	9	10	20	161	1
0.669	1	9	67	10	65	20	161	0
0.669	1	14	67	10	72	20	161	0
0.669	1	6	67	10	20	20	161	1
0.669	1	10	67	10	31	20	161	1
0.67	1	5	68	1	78	20	161	0
0.67	1	8	68	1	83	20	161	0
0.67	1	1	68	1	39	20	161	1
0.67	1	4	68	1	44	20	161	1
0.671	1	13	68	2	87	20	161	0
0.671	1	2	68	2	90	20	161	0
0.671	1	7	68	2	52	20	161	1
0.671	1	12	68	2	59	20	161	1
0.672	1	15	68	3	92	20	161	0
0.672	1	11	68	3	1	20	161	0
0.672	1	9	68	3	65	20	161	1
0.672	1	14	68	3	72	20	161	1
0.673	1	3	68	4	10	20	161	0
0.673	1	6	68	4	20	20	161	0
0.673	1	5	68	4	78	20	161	1
0.673	1	8	68	4	83	20	161	1
0.674	1	10	68	5	31	20	161	0
0.674	1	1	68	5	39	20	161	0
0.674	1	13	68	5	87	20	161	1
0.674	1	2	68	5	90	20	161	1
0.675	1	4	68	6	44	20	161	0
0.675	1	7	68	6	52	20	161	0
0.675	1	15	68	6	92	20	161	1
0.675	1	11	68	6	1	20	161	1
0.676	1	12	68	7	59	20	161	0
0.676	1	9	68	7	65	20	161	0
0.676	1	3	68	7	10	20	161	1
0.676	1	6	68	7	20	20	161	1
0.677	1	14	68	8	72	20	161	0
0.677	1	5	68	8	78	20	161	0
0.677	1	10	68	8	31	20	161	1
0.677	1	1	68	8	39	20	161	1
0.678	1	8	68	9	83	20	161	0
0.678	1	13	68	9	87	20	161	0
0.678	1	4	68	9	44	20	161	1
0.678	1	7	68	9	52	20	161	1
0.679	1	2	68	10	90	20	161	0
0.679	1	15	68	10	92	20	161	0
0.679	1	12	68	10	59	20	161	1
0.679	1	9	68	10	65	20	161	1
0.68	1	11	69	1	1	20	161	0
0.68	1	3	69	1	10	20	161	0
0.68	1	14	69	1	72	20	161	1
0.68	1	5	69	1	78	20	161	1
0.681	1	6	69	2	20	20	161	0
0.681	1	10	69	2	31	20	161	0
0.681	1	8	69	2	83	20	161	1
0.681	1	13	69	2	87	20	161	1
0.682	1	1	69	3	39	20	161	0
0.682	1	4	69	3	44	20	161	0
0.682	1	2	69	3	90	20	161	1
0.682	1	15	69	3	92	20	161	1
0.683	1	7	69	4	52	20	161	0
0.683	1	12	69	4	59	20	161	0
0.683	1	11	69	4	1	20	161	1
0.683	1	3	69	4	10	20	161	1
0.684	1	9	69	5	65	20	161	0
0.684	1	14	69	5	72	20	161	0
0.684	1	6	69	5	20	20	161	1
0.684	1	10	69	5	31	20	161	1
0.685	1	5	69	6	78	20	161	0
0.685	1	8	69	6	83	20	161	0
0.685	1	1	69	6	39	20	161	1
0.685	1	4	69	6	44	20	161	1
0.686	1	13	69	7	87	20	161	0
0.686	1	2	69	7	90	20	161	0
0.686	1	7	69	7	52	20	161	1
0.686	1	12	69	7	59	20	161	1
0.687	1	15	69	8	92	20	161	0
0.687	1	11	69	8	1	20	161	0
0.687	1	9	69	8	65	20	161	1
0.687	1	14	69	8	72	20	161	1
0.688	1	3	69	9	10	20	161	0
0.688	1	6	69	9	20	20	161	0
0.688	1	5	69	9	78	20	161	1
0.688	1	8	69	9	83	20	161	1
0.689	1	10	69	10	31	20	161	0
0.689	1	1	69	10	39	20	161	0
0.689	1	13	69	10	87	20	161	1
0.689	1	2	69	10	90	20	161	1
0.69	1	4	70	1	44	20	161	0
0.69	1	7	70	1	52	20	161	0
0.69	1	15	70	1	92	20	161	1
0.69	1	11	70	1	1	20	161	1
0.691	1	12	70	2	59	20	161	0
0.691	1	9	70	2	65	20	161	0
0.691	1	3	70	2	10	20	161	1
0.691	1	6	70	2	20	20	161	1
0.692	1	14	70	3	72	20	161	0
0.692	1	5	70	3	78	20	161	0
0.692	1	10	70	3	31	20	161	1
0.692	1	1	70	3	39	20	161	1
0.693	1	8	70	4	83	20	161	0
0.693	1	13	70	4	87	20	161	0
0.693	1	4	70	4	44	20	161	1
0.693	1	7	70	4	52	20	161	1
0.694	1	2	70	5	90	20	161	0
0.694	1	15	70	5	92	20	161	0
0.694	1	12	70	5	59	20	161	1
0.694	1	9	70	5	65	20	161	1
0.695	1	11	70	6	1	20	161	0
0.695	1	3	70	6	10	20	161	0
0.695	1	14	70	6	72	20	161	1
0.695	1	5	70	6	78	20	161	1
0.696	1	6	70	7	20	20	161	0
0.696	1	10	70	7	31	20	161	0
0.696	1	8	70	7	83	20	161	1
0.696	1	13	70	7	87	20	161	1
0.697	1	1	70	8	39	20	161	0
0.697	1	4	70	8	44	20	161	0
0.697	1	2	70	8	90	20	161	1
0.697	1	15	70	8	92	20	161	1
0.698	1	7	70	9	52	20	161	0
0.698	1	12	70	9	59	20	161	0
0.698	1	11	70	9	1	20	161	1
0.698	1	3	70	9	10	20	161	1
0.699	1	9	70	10	65	20	161	0
0.699	1	14	70	10	72	20	161	0
0.699	1	6	70	10	20	20	161	1
0.699	1	10	70	10	31	20	161	1
0.7	1	5	71	1	78	20	161	0
0.7	1	8	71	1	83	20	161	0
0.7	1	1	71	1	39	20	161	1
0.7	1	4	71	1	44	20	161	1
0.701	1	13	71	2	87	20	161	0
0.701	1	2	71	2	90	20	161	0
0.701	1	7	71	2	52	20	161	1
0.701	1	12	71	2	59	20	161	1
0.702	1	15	71	3	92	20	161	0
0.702	1	11	71	3	1	20	161	0
0.702	1	9	71	3	65	20	161	1
0.702	1	14	71	3	72	20	161	1
0.703	1	3	71	4	10	20	161	0
0.703	1	6	71	4	20	20	161	0
0.703	1	5	71	4	78	20	161	1
0.703	1	8	71	4	83	20	161	1
0.704	1	10	71	5	31	20	161	0
0.704	1	1	71	5	39	20	161	0
0.704	1	13	71	5	87	20	161	1
0.704	1	2	71	5	90	20	161	1
0.705	1	4	71	6	44	20	161	0
0.705	1	7	71	6	52	20	161	0
0.705	1	15	71	6	92	20	161	1
0.705	1	11	71	6	1	20	161	1
0.706	1	12	71	7	59	20	161	0
0.706	1	9	71	7	65	20	161	0
0.706	1	3	71	7	10	20	161	1
0.706	1	6	71	7	20	20	161	1
0.707	1	14	71	8	72	20	161	0
0.707	1	5	71	8	78	20	161	0
0.707	1	10	71	8	31	20	161	1
0.707	1	1	71	8	39	20	161	1
0.708	1	8	71	9	83	20	161	0
0.708	1	13	71	9	87	20	161	0
0.708	1	4	71	9	44	20	161	1
0.708	1	7	71	9	52	20	161	1
0.709	1	2	71	10	90	20	161	0
0.709	1	15	71	10	92	20	161	0
0.709	1	12	71	10	59	20	161	1
0.709	1	9	71	10	65	20	161	1
0.71	1	11	72	1	1	20	161	0
0.71	1	3	72	1	10	20	161	0
0.71	1	14	72	1	72	20	161	1
0.71	1	5	72	1	78	20	161	1
0.711	1	6	72	2	20	20	161	0
0.711	1	10	72	2	31	20	161	0
0.711	1	8	72	2	83	20	161	1
0.711	1	13	72	2	87	20	161	1
0.712	1	1	72	3	39	20	161	0
0.712	1	4	72	3	44	20	161	0
0.712	1	2	72	3	90	20	161	1
0.712	1	15	72	3	92	20	161	1
0.713	1	7	72	4	52	20	161	0
0.713	1	12	72	4	59	20	161	0
0.713	1	11	72	4	1	20	161	1
0.713	1	3	72	4	10	20	161	1
0.714	1	9	72	5	65	20	161	0
0.714	1	14	72	5	72	20	161	0
0.714	1	6	72	5	20	20	161	1
0.714	1	10	72	5	31	20	161	1
0.715	1	5	72	6	78	20	161	0
0.715	1	8	72	6	83	20	161	0
0.715	1	1	72	6	39	20	161	1
0.715	1	4	72	6	44	20	161	1
0.716	1	13	72	7	87	20	161	0
0.716	1	2	72	7	90	20	161	0
0.716	1	7	72	7	52	20	161	1
0.716	1	12	72	7	59	20	161	1
0.717	1	15	72	8	92	20	161	0
0.717	1	11	72	8	1	20	161	0
0.717	1	9	72	8	65	20	161	1
0.717	1	14	72	8	72	20	161	1
0.718	1	3	72	9	10	20	161	0
0.718	1	6	72	9	20	20	161	0
0.718	1	5	72	9	78	20	161	1
0.718	1	8	72	9	83	20	161	1
0.719	1	10	72	10	31	20	161	0
0.719	1	1	72	10	39	20	161	0
0.719	1	13	72	10	87	20	161	1
0.719	1	2	72	10	90	20	161	1
0.72	1	4	73	1	44	20	161	0
0.72	1	7	73	1	52	20	161	0
0.72	1	15	73	1	92	20	161	1
0.72	1	11	73	1	1	20	161	1
0.721	1	12	73	2	59	20	161	0
0.721	1	9	73	2	65	20	161	0
0.721	1	3	73	2	10	20	161	1
0.721	1	6	73	2	20	20	161	1
0.722	1	14	73	3	72	20	161	0
0.722	1	5	73	3	78	20	161	0
0.722	1	10	73	3	31	20	161	1
0.722	1	1	73	3	39	20	161	1
0.723	1	8	73	4	83	20	161	0
0.723	1	13	73	4	87	20	161	0
0.723	1	4	73	4	44	20	161	1
0.723	1	7	73	4	52	20	161	1
0.724	1	2	73	5	90	20	161	0
0.724	1	15	73	5	92	20	161	0
0.724	1	12	73	5	59	20	161	1
0.724	1	9	73	5	65	20	161	1
0.725	1	11	73	6	1	20	161	0
0.725	1	3	73	6	10	20	161	0
0.725	1	14	73	6	72	20	161	1
0.725	1	5	73	6	78	20	161	1
0.726	1	6	73	7	20	20	161	0
0.726	1	10	73	7	31	20	161	0
0.726	1	8	73	7	83	20	161	1
0.726	1	13	73	7	87	20	161	1
0.727	1	1	73	8	39	20	161	0
0.727	1	4	73	8	44	20	161	0
0.727	1	2	73	8	90	20	161	1
0.727	1	15	73	8	92	20	161	1
0.728	1	7	73	9	52	20	161	0
0.728	1	12	73	9	59	20	161	0
0.728	1	11	73	9	1	20	161	1
0.728	1	3	73	9	10	20	161	1
0.729	1	9	73	10	65	20	161	0
0.729	1	14	73	10	72	20	161	0
0.729	1	6	73	10	20	20	161	1
0.729	1	10	73	10	31	20	161	1
0.73	1	5	74	1	78	20	161	0
0.73	1	8	74	1	83	20	161	0
0.73	1	1	74	1	39	20	161	1
0.73	1	4	74	1	44	20	161	1
0.731	1	13	74	2	87	20	161	0
0.731	1	2	74	2	90	20	161	0
0.731	1	7	74	2	52	20	161	1
0.731	1	12	74	2	59	20	161	1
0.732	1	15	74	3	92	20	161	0
0.732	1	11	74	3	1	20	161	0
0.732	1	9	74	3	65	20	161	1
0.732	1	14	74	3	72	20	161	1
0.733	1	3	74	4	10	20	161	0
0.733	1	6	74	4	20	20	161	0
0.733	1	5	74	4	78	20	161	1
0.733	1	8	74	4	83	20	161	1
0.734	1	10	74	5	31	20	161	0
0.734	1	1	74	5	39	20	161	0
0.734	1	13	74	5	87	20	161	1
0.734	1	2	74	5	90	20	161	1
0.735	1	4	74	6	44	20	161	0
0.735	1	7	74	6	52	20	161	0
0.735	1	15	74	6	92	20	161	1
0.735	1	11	74	6	1	20	161	1
0.736	1	12	74	7	59	20	161	0
0.736	1	9	74	7	65	20	161	0
0.736	1	3	74	7	10	20	161	1
0.736	1	6	74	7	20	20	161	1
0.737	1	14	74	8	72	20	161	0
0.737	1	5	74	8	78	20	161	0
0.737	1	10	74	8	31	20	161	1
0.737	1	1	74	8	39	20	161	1
0.738	1	8	74	9	83	20	161	0
0.738	1	13	74	9	87	20	161	0
0.738	1	4	74	9	44	20	161	1
0.738	1	7	74	9	52	20	161	1
0.739	1	2	74	10	90	20	161	0
0.739	1	15	74	10	92	20	161	0
0.739	1	12	74	10	59	20	161	1
0.739	1	9	74	10	65	20	161	1
0.74	1	11	75	1	1	20	161	0
0.74	1	3	75	1	10	20	161	0
0.74	1	14	75	1	72	20	161	1
0.74	1	5	75	1	78	20	161	1
0.741	1	6	75	2	20	20	161	0
0.741	1	10	75	2	31	20	161	0
0.741	1	8	75	2	83	20	161	1
0.741	1	13	75	2	87	20	161	1
0.742	1	1	75	3	39	20	161	0
0.742	1	4	75	3	44	20	161	0
0.742	1	2	75	3	90	20	161	1
0.742	1	15	75	3	92	20	161	1
0.743	1	7	75	4	52	20	161	0
0.743	1	12	75	4	59	20	161	0
0.743	1	11	75	4	1	20	161	1
0.743	1	3	75	4	10	20	161	1
0.744	1	9	75	5	65	20	161	0
0.744	1	14	75	5	72	20	161	0
0.744	1	6	75	5	20	20	161	1
0.744	1	10	75	5	31	20	161	1
0.745	1	5	75	6	78	20	161	0
0.745	1	8	75	6	83	20	161	0
0.745	1	1	75	6	39	20	161	1
0.745	1	4	75	6	44	20	161	1
0.746	1	13	75	7	87	20	161	0
0.746	1	2	75	7	90	20	161	0
0.746	1	7	75	7	52	20	161	1
0.746	1	12	75	7	59	20	161	1
0.747	1	15	75	8	92	20	161	0
0.747	1	11	75	8	1	20	161	0
0.747	1	9	75	8	65	20	161	1
0.747	1	14	75	8	72	20	161	1
0.748	1	3	75	9	10	20	161	0
0.748	1	6	75	9	20	20	161	0
0.748	1	5	75	9	78	20	161	1
0.748	1	8	75	9	83	20	161	1
0.749	1	10	75	10	31	20	161	0
0.749	1	1	75	10	39	20	161	0
0.749	1	13	75	10	87	20	161	1
0.749	1	2	75	10	90	20	161	1
0.75	1	4	76	1	44	20	161	0
0.75	1	7	76	1	52	20	161	0
0.75	1	15	76	1	92	20	161	1
0.75	1	11	76	1	1	20	161	1
0.751	1	12	76	2	59	20	161	0
0.751	1	9	76	2	65	20	161	0
0.751	1	3	76	2	10	20	161	1
0.751	1	6	76	2	20	20	161	1
0.752	1	14	76	3	72	20	161	0
0.752	1	5	76	3	78	20	161	0
0.752	1	10	76	3	31	20	161	1
0.752	1	1	76	3	39	20	161	1
0.753	1	8	76	4	83	20	161	0
0.753	1	13	76	4	87	20	161	0
0.753	1	4	76	4	44	20	161	1
0.753	1	7	76	4	52	20	161	1
0.754	1	2	76	5	90	20	161	0
0.754	1	15	76	5	92	20	161	0
0.754	1	12	76	5	59	20	161	1
0.754	1	9	76	5	65	20	161	1
0.755	1	11	76	6	1	20	161	0
0.755	1	3	76	6	10	20	161	0
0.755	1	14	76	6	72	20	161	1
0.755	1	5	76	6	78	20	161	1
0.756	1	6	76	7	20	20	161	0
0.756	1	10	76	7	31	20	161	0
0.756	1	8	76	7	83	20	161	1
0.756	1	13	76	7	87	20	161	1
0.757	1	1	76	8	39	20	161	0
0.757	1	4	76	8	44	20	161	0
0.757	1	2	76	8	90	20	161	1
0.757	1	15	76	8	92	20	161	1
0.758	1	7	76	9	52	20	161	0
0.758	1	12	76	9	59	20	161	0
0.758	1	11	76	9	1	20	161	1
0.758	1	3	76	9	10	20	161	1
0.759	1	9	76	10	65	20	161	0
0.759	1	14	76	10	72	20	161	0
0.759	1	6	76	10	20	20	161	1
0.759	1	10	76	10	31	20	161	1
0.76	1	5	77	1	78	20	161	0
0.76	1	8	77	1	83	20	161	0
0.76	1	1	77	1	39	20	161	1
0.76	1	4	77	1	44	20	161	1
0.761	1	13	77	2	87	20	161	0
0.761	1	2	77	2	90	20	161	0
0.761	1	7	77	2	52	20	161	1
0.761	1	12	77	2	59	20	161	1
0.762	1	15	77	3	92	20	161	0
0.762	1	11	77	3	1	20	161	0
0.762	1	9	77	3	65	20	161	1
0.762	1	14	77	3	72	20	161	1
0.763	1	3	77	4	10	20	161	0
0.763	1	6	77	4	20	20	161	0
0.763	1	5	77	4	78	20	161	1
0.763	1	8	77	4	83	20	161	1
0.764	1	10	77	5	31	20	161	0
0.764	1	1	77	5	39	20	161	0
0.764	1	13	77	5	87	20	161	1
0.764	1	2	77	5	90	20	161	1
0.765	1	4	77	6	44	20	161	0
0.765	1	7	77	6	52	20	161	0
0.765	1	15	77	6	92	20	161	1
0.765	1	11	77	6	1	20	161	1
0.766	1	12	77	7	59	20	161	0
0.766	1	9	77	7	65	20	161	0
0.766	1	3	77	7	10	20	161	1
0.766	1	6	77	7	20	20	161	1
0.767	1	14	77	8	72	20	161	0
0.767	1	5	77	8	78	20	161	0
0.767	1	10	77	8	31	20	161	1
0.767	1	1	77	8	39	20	161	1
0.768	1	8	77	9	83	20	161	0
0.768	1	13	77	9	87	20	161	0
0.768	1	4	77	9	44	20	161	1
0.768	1	7	77	9	52	20	161	1
0.769	1	2	77	10	90	20	161	0
0.769	1	15	77	10	92	20	161	0
0.769	1	12	77	10	59	20	161	1
0.769	1	9	77	10	65	20	161	1
0.77	1	11	78	1	1	20	161	0
0.77	1	3	78	1	10	20	161	0
0.77	1	14	78	1	72	20	161	1
0.77	1	5	78	1	78	20	161	1
0.771	1	6	78	2	20	20	161	0
0.771	1	10	78	2	31	20	161	0
0.771	1	8	78	2	83	20	161	1
0.771	1	13	78	2	87	20	161	1
0.772	1	1	78	3	39	20	161	0
0.772	1	4	78	3	44	20	161	0
0.772	1	2	78	3	90	20	161	1
0.772	1	15	78	3	92	20	161	1
0.773	1	7	78	4	52	20	161	0
0.773	1	12	78	4	59	20	161	0
0.773	1	11	78	4	1	20	161	1
0.773	1	3	78	4	10	20	161	1
0.774	1	9	78	5	65	20	161	0
0.774	1	14	78	5	72	20	161	0
0.774	1	6	78	5	20	20	161	1
0.774	1	10	78	5	31	20	161	1
0.775	1	5	78	6	78	20	161	0
0.775	1	8	78	6	83	20	161	0
0.775	1	1	78	6	39	20	161	1
0.775	1	4	78	6	44	20	161	1
0.776	1	13	78	7	87	20	161	0
0.776	1	2	78	7	90	20	161	0
0.776	1	7	78	7	52	20	161	1
0.776	1	12	78	7	59	20	161	1
0.777	1	15	78	8	92	20	161	0
0.777	1	11	78	8	1	20	161	0
0.777	1	9	78	8	65	20	161	1
0.777	1	14	78	8	72	20	161	1
0.778	1	3	78	9	10	20	161	0
0.778	1	6	78	9	20	20	161	0
0.778	1	5	78	9	78	20	161	1
0.778	1	8	78	9	83	20	161	1
0.779	1	10	78	10	31	20	161	0
0.779	1	1	78	10	39	20	161	0
0.779	1	13	78	10	87	20	161	1
0.779	1	2	78	10	90	20	161	1
0.78	1	4	79	1	44	20	161	0
0.78	1	7	79	1	52	20	161	0
0.78	1	15	79	1	92	20	161	1
0.78	1	11	79	1	1	20	161	1
0.781	1	12	79	2	59	20	161	0
0.781	1	9	79	2	65	20	161	0
0.781	1	3	79	2	10	20	161	1
0.781	1	6	79	2	20	20	161	1
0.782	1	14	79	3	72	20	161	0
0.782	1	5	79	3	78	20	161	0
0.782	1	10	79	3	31	20	161	1
0.782	1	1	79	3	39	20	161	1
0.783	1	8	79	4	83	20	161	0
0.783	1	13	79	4	87	20	161	0
0.783	1	4	79	4	44	20	161	1
0.783	1	7	79	4	52	20	161	1
0.784	1	2	79	5	90	20	161	0
0.784	1	15	79	5	92	20	161	0
0.784	1	12	79	5	59	20	161	1
0.784	1	9	79	5	65	20	161	1
0.785	1	11	79	6	1	20	161	0
0.785	1	3	79	6	10	20	161	0
0.785	1	14	79	6	72	20	161	1
0.785	1	5	79	6	78	20	161	1
0.786	1	6	79	7	20	20	161	0
0.786	1	10	79	7	31	20	161	0
0.786	1	8	79	7	83	20	161	1
0.786	1	13	79	7	87	20	161	1
0.787	1	1	79	8	39	20	161	0
0.787	1	4	79	8	44	20	161	0
0.787	1	2	79	8	90	20	161	1
0.787	1	15	79	8	92	20	161	1
0.788	1	7	79	9	52	20	161	0
