% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.264	1	10	27	5	31	20	161	1
0.265	1	5	27	6	78	20	161	0
0.265	1	8	27	6	83	20	161	0
0.265	1	1	27	6	39	20	161	1
0.265	1	4	27	6	44	20	161	1
0.266	1	13	27	7	87	20	161	0
0.266	1	2	27	7	90	20	161	0
0.266	1	7	27	7	52	20	161	1
0.266	1	12	27	7	59	20	161	1
0.267	1	15	27	8	92	20	161	0
0.267	1	11	27	8	1	20	161	0
0.267	1	9	27	8	65	20	161	1
0.267	1	14	27	8	72	20	161	1
0.268	1	3	27	9	10	20	161	0
0.268	1	6	27	9	20	20	161	0
0.268	1	5	27	9	78	20	161	1
0.268	1	8	27	9	83	20	161	1
0.269	1	10	27	10	31	20	161	0
0.269	1	1	27	10	39	20	161	0
0.269	1	13	27	10	87	20	161	1
0.269	1	2	27	10	90	20	161	1
0.27	1	4	28	1	44	20	161	0
0.27	1	7	28	1	52	20	161	0
0.27	1	15	28	1	92	20	161	1
0.27	1	11	28	1	1	20	161	1
0.271	1	12	28	2	59	20	161	0
0.271	1	9	28	2	65	20	161	0
0.271	1	3	28	2	10	20	161	1
0.271	1	6	28	2	20	20	161	1
0.272	1	14	28	3	72	20	161	0
0.272	1	5	28	3	78	20	161	0
0.272	1	10	28	3	31	20	161	1
0.272	1	1	28	3	39	20	161	1
0.273	1	8	28	4	83	20	161	0
0.273	1	13	28	4	87	20	161	0
0.273	1	4	28	4	44	20	161	1
0.273	1	7	28	4	52	20	161	1
0.274	1	2	28	5	90	20	161	0
0.274	1	15	28	5	92	20	161	0
0.274	1	12	28	5	59	20	161	1
0.274	1	9	28	5	65	20	161	1
0.275	1	11	28	6	1	20	161	0
0.275	1	3	28	6	10	20	161	0
0.275	1	14	28	6	72	20	161	1
0.275	1	5	28	6	78	20	161	1
0.276	1	6	28	7	20	20	161	0
0.276	1	10	28	7	31	20	161	0
0.276	1	8	28	7	83	20	161	1
0.276	1	13	28	7	87	20	161	1
0.277	1	1	28	8	39	20	161	0
0.277	1	4	28	8	44	20	161	0
0.277	1	2	28	8	90	20	161	1
0.277	1	15	28	8	92	20	161	1
0.278	1	7	28	9	52	20	161	0
0.278	1	12	28	9	59	20	161	0
0.278	1	11	28	9	1	20	161	1
0.278	1	3	28	9	10	20	161	1
0.279	1	9	28	10	65	20	161	0
0.279	1	14	28	10	72	20	161	0
0.279	1	6	28	10	20	20	161	1
0.279	1	10	28	10	31	20	161	1
0.28	1	5	29	1	78	20	161	0
0.28	1	8	29	1	83	20	161	0
0.28	1	1	29	1	39	20	161	1
0.28	1	4	29	1	44	20	161	1
0.281	1	13	29	2	87	20	161	0
0.281	1	2	29	2	90	20	161	0
0.281	1	7	29	2	52	20	161	1
0.281	1	12	29	2	59	20	161	1
0.282	1	15	29	3	92	20	161	0
0.282	1	11	29	3	1	20	161	0
0.282	1	9	29	3	65	20	161	1
0.282	1	14	29	3	72	20	161	1
0.283	1	3	29	4	10	20	161	0
0.283	1	6	29	4	20	20	161	0
0.283	1	5	29	4	78	20	161	1
0.283	1	8	29	4	83	20	161	1
0.284	1	10	29	5	31	20	161	0
0.284	1	1	29	5	39	20	161	0
0.284	1	13	29	5	87	20	161	1
0.284	1	2	29	5	90	20	161	1
0.285	1	4	29	6	44	20	161	0
0.285	1	7	29	6	52	20	161	0
0.285	1	15	29	6	92	20	161	1
0.285	1	11	29	6	1	20	161	1
0.286	1	12	29	7	59	20	161	0
0.286	1	9	29	7	65	20	161	0
0.286	1	3	29	7	10	20	161	1
0.286	1	6	29	7	20	20	161	1
0.287	1	14	29	8	72	20	161	0
0.287	1	5	29	8	78	20	161	0
0.287	1	10	29	8	31	20	161	1
0.287	1	1	29	8	39	20	161	1
0.288	1	8	29	9	83	20	161	0
0.288	1	13	29	9	87	20	161	0
0.288	1	4	29	9	44	20	161	1
0.288	1	7	29	9	52	20	161	1
0.289	1	2	29	10	90	20	161	0
0.289	1	15	29	10	92	20	161	0
0.289	1	12	29	10	59	20	161	1
0.289	1	9	29	10	65	20	161	1
0.29	1	11	30	1	1	20	161	0
0.29	1	3	30	1	10	20	161	0
0.29	1	14	30	1	72	20	161	1
0.29	1	5	30	1	78	20	161	1
0.291	1	6	30	2	20	20	161	0
0.291	1	10	30	2	31	20	161	0
0.291	1	8	30	2	83	20	161	1
0.291	1	13	30	2	87	20	161	1
0.292	1	1	30	3	39	20	161	0
0.292	1	4	30	3	44	20	161	0
0.292	1	2	30	3	90	20	161	1
0.292	1	15	30	3	92	20	161	1
0.293	1	7	30	4	52	20	161	0
0.293	1	12	30	4	59	20	161	0
0.293	1	11	30	4	1	20	161	1
0.293	1	3	30	4	10	20	161	1
0.294	1	9	30	5	65	20	161	0
0.294	1	14	30	5	72	20	161	0
0.294	1	6	30	5	20	20	161	1
0.294	1	10	30	5	31	20	161	1
0.295	1	5	30	6	78	20	161	0
0.295	1	8	30	6	83	20	161	0
0.295	1	1	30	6	39	20	161	1
0.295	1	4	30	6	44	20	161	1
0.296	1	13	30	7	87	20	161	0
0.296	1	2	30	7	90	20	161	0
0.296	1	7	30	7	52	20	161	1
0.296	1	12	30	7	59	20	161	1
0.297	1	15	30	8	92	20	161	0
0.297	1	11	30	8	1	20	161	0
0.297	1	9	30	8	65	20	161	1
0.297	1	14	30	8	72	20	161	1
0.298	1	3	30	9	10	20	161	0
0.298	1	6	30	9	20	20	161	0
0.298	1	5	30	9	78	20	161	1
0.298	1	8	30	9	83	20	161	1
0.299	1	10	30	10	31	20	161	0
0.299	1	1	30	10	39	20	161	0
0.299	1	13	30	10	87	20	161	1
0.299	1	2	30	10	90	20	161	1
0.3	1	4	31	1	44	20	161	0
0.3	1	7	31	1	52	20	161	0
0.3	1	15	31	1	92	20	161	1
0.3	1	11	31	1	1	20	161	1
0.301	1	12	31	2	59	20	161	0
0.301	1	9	31	2	65	20	161	0
0.301	1	3	31	2	10	20	161	1
0.301	1	6	31	2	20	20	161	1
0.302	1	14	31	3	72	20	161	0
0.302	1	5	31	3	78	20	161	0
0.302	1	10	31	3	31	20	161	1
0.302	1	1	31	3	39	20	161	1
0.303	1	8	31	4	83	20	161	0
0.303	1	13	31	4	87	20	161	0
0.303	1	4	31	4	44	20	161	1
0.303	1	7	31	4	52	20	161	1
0.304	1	2	31	5	90	20	161	0
0.304	1	15	31	5	92	20	161	0
0.304	1	12	31	5	59	20	161	1
0.304	1	9	31	5	65	20	161	1
0.305	1	11	31	6	1	20	161	0
0.305	1	3	31	6	10	20	161	0
0.305	1	14	31	6	72	20	161	1
0.305	1	5	31	6	78	20	161	1
0.306	1	6	31	7	20	20	161	0
0.306	1	10	31	7	31	20	161	0
0.306	1	8	31	7	83	20	161	1
0.306	1	13	31	7	87	20	161	1
0.307	1	1	31	8	39	20	161	0
0.307	1	4	31	8	44	20	161	0
0.307	1	2	31	8	90	20	161	1
0.307	1	15	31	8	92	20	161	1
0.308	1	7	31	9	52	20	161	0
0.308	1	12	31	9	59	20	161	0
0.308	1	11	31	9	1	20	161	1
0.308	1	3	31	9	10	20	161	1
0.309	1	9	31	10	65	20	161	0
0.309	1	14	31	10	72	20	161	0
0.309	1	6	31	10	20	20	161	1
0.309	1	10	31	10	31	20	161	1
0.31	1	5	32	1	78	20	161	0
0.31	1	8	32	1	83	20	161	0
0.31	1	1	32	1	39	20	161	1
0.31	1	4	32	1	44	20	161	1
0.311	1	13	32	2	87	20	161	0
0.311	1	2	32	2	90	20	161	0
0.311	1	7	32	2	52	20	161	1
0.311	1	12	32	2	59	20	161	1
0.312	1	15	32	3	92	20	161	0
0.312	1	11	32	3	1	20	161	0
0.312	1	9	32	3	65	20	161	1
0.312	1	14	32	3	72	20	161	1
0.313	1	3	32	4	10	20	161	0
0.313	1	6	32	4	20	20	161	0
0.313	1	5	32	4	78	20	161	1
0.313	1	8	32	4	83	20	161	1
0.314	1	10	32	5	31	20	161	0
0.314	1	1	32	5	39	20	161	0
0.314	1	13	32	5	87	20	161	1
0.314	1	2	32	5	90	20	161	1
0.315	1	4	32	6	44	20	161	0
0.315	1	7	32	6	52	20	161	0
0.315	1	15	32	6	92	20	161	1
0.315	1	11	32	6	1	20	161	1
0.316	1	12	32	7	59	20	161	0
0.316	1	9	32	7	65	20	161	0
0.316	1	3	32	7	10	20	161	1
0.316	1	6	32	7	20	20	161	1
0.317	1	14	32	8	72	20	161	0
0.317	1	5	32	8	78	20	161	0
0.317	1	10	32	8	31	20	161	1
0.317	1	1	32	8	39	20	161	1
0.318	1	8	32	9	83	20	161	0
0.318	1	13	32	9	87	20	161	0
0.318	1	4	32	9	44	20	161	1
0.318	1	7	32	9	52	20	161	1
0.319	1	2	32	10	90	20	161	0
0.319	1	15	32	10	92	20	161	0
0.319	1	12	32	10	59	20	161	1
0.319	1	9	32	10	65	20	161	1
0.32	1	11	33	1	1	20	161	0
0.32	1	3	33	1	10	20	161	0
0.32	1	14	33	1	72	20	161	1
0.32	1	5	33	1	78	20	161	1
0.321	1	6	33	2	20	20	161	0
0.321	1	10	33	2	31	20	161	0
0.321	1	8	33	2	83	20	161	1
0.321	1	13	33	2	87	20	161	1
0.322	1	1	33	3	39	20	161	0
0.322	1	4	33	3	44	20	161	0
0.322	1	2	33	3	90	20	161	1
0.322	1	15	33	3	92	20	161	1
0.323	1	7	33	4	52	20	161	0
0.323	1	12	33	4	59	20	161	0
0.323	1	11	33	4	1	20	161	1
0.323	1	3	33	4	10	20	161	1
0.324	1	9	33	5	65	20	161	0
0.324	1	14	33	5	72	20	161	0
0.324	1	6	33	5	20	20	161	1
0.324	1	10	33	5	31	20	161	1
0.325	1	5	33	6	78	20	161	0
0.325	1	8	33	6	83	20	161	0
0.325	1	1	33	6	39	20	161	1
0.325	1	4	33	6	44	20	161	1
0.326	1	13	33	7	87	20	161	0
0.326	1	2	33	7	90	20	161	0
0.326	1	7	33	7	52	20	161	1
0.326	1	12	33	7	59	20	161	1
0.327	1	15	33	8	92	20	161	0
0.327	1	11	33	8	1	20	161	0
0.327	1	9	33	8	65	20	161	1
0.327	1	14	33	8	72	20	161	1
0.328	1	3	33	9	10	20	161	0
0.328	1	6	33	9	20	20	161	0
0.328	1	5	33	9	78	20	161	1
0.328	1	8	33	9	83	20	161	1
0.329	1	10	33	10	31	20	161	0
0.329	1	1	33	10	39	20	161	0
0.329	1	13	33	10	87	20	161	1
0.329	1	2	33	10	90	20	161	1
0.33	1	4	34	1	44	20	161	0
0.33	1	7	34	1	52	20	161	0
0.33	1	15	34	1	92	20	161	1
0.33	1	11	34	1	1	20	161	1
0.331	1	12	34	2	59	20	161	0
0.331	1	9	34	2	65	20	161	0
0.331	1	3	34	2	10	20	161	1
0.331	1	6	34	2	20	20	161	1
0.332	1	14	34	3	72	20	161	0
0.332	1	5	34	3	78	20	161	0
0.332	1	10	34	3	31	20	161	1
0.332	1	1	34	3	39	20	161	1
0.333	1	8	34	4	83	20	161	0
0.333	1	13	34	4	87	20	161	0
0.333	1	4	34	4	44	20	161	1
0.333	1	7	34	4	52	20	161	1
0.334	1	2	34	5	90	20	161	0
0.334	1	15	34	5	92	20	161	0
0.334	1	12	34	5	59	20	161	1
0.334	1	9	34	5	65	20	161	1
0.335	1	11	34	6	1	20	161	0
0.335	1	3	34	6	10	20	161	0
0.335	1	14	34	6	72	20	161	1
0.335	1	5	34	6	78	20	161	1
0.336	1	6	34	7	20	20	161	0
0.336	1	10	34	7	31	20	161	0
0.336	1	8	34	7	83	20	161	1
0.336	1	13	34	7	87	20	161	1
0.337	1	1	34	8	39	20	161	0
0.337	1	4	34	8	44	20	161	0
0.337	1	2	34	8	90	20	161	1
0.337	1	15	34	8	92	20	161	1
0.338	1	7	34	9	52	20	161	0
0.338	1	12	34	9	59	20	161	0
0.338	1	11	34	9	1	20	161	1
0.338	1	3	34	9	10	20	161	1
0.339	1	9	34	10	65	20	161	0
0.339	1	14	34	10	72	20	161	0
0.339	1	6	34	10	20	20	161	1
0.339	1	10	34	10	31	20	161	1
0.34	1	5	35	1	78	20	161	0
0.34	1	8	35	1	83	20	161	0
0.34	1	1	35	1	39	20	161	1
0.34	1	4	35	1	44	20	161	1
0.341	1	13	35	2	87	20	161	0
0.341	1	2	35	2	90	20	161	0
0.341	1	7	35	2	52	20	161	1
0.341	1	12	35	2	59	20	161	1
0.342	1	15	35	3	92	20	161	0
0.342	1	11	35	3	1	20	161	0
0.342	1	9	35	3	65	20	161	1
0.342	1	14	35	3	72	20	161	1
0.343	1	3	35	4	10	20	161	0
0.343	1	6	35	4	20	20	161	0
0.343	1	5	35	4	78	20	161	1
0.343	1	8	35	4	83	20	161	1
0.344	1	10	35	5	31	20	161	0
0.344	1	1	35	5	39	20	161	0
0.344	1	13	35	5	87	20	161	1
0.344	1	2	35	5	90	20	161	1
0.345	1	4	35	6	44	20	161	0
0.345	1	7	35	6	52	20	161	0
0.345	1	15	35	6	92	20	161	1
0.345	1	11	35	6	1	20	161	1
0.346	1	12	35	7	59	20	161	0
0.346	1	9	35	7	65	20	161	0
0.346	1	3	35	7	10	20	161	1
0.346	1	6	35	7	20	20	161	1
0.347	1	14	35	8	72	20	161	0
0.347	1	5	35	8	78	20	161	0
0.347	1	10	35	8	31	20	161	1
0.347	1	1	35	8	39	20	161	1
0.348	1	8	35	9	83	20	161	0
0.348	1	13	35	9	87	20	161	0
0.348	1	4	35	9	44	20	161	1
0.348	1	7	35	9	52	20	161	1
0.349	1	2	35	10	90	20	161	0
0.349	1	15	35	10	92	20	161	0
0.349	1	12	35	10	59	20	161	1
0.349	1	9	35	10	65	20	161	1
0.35	1	11	36	1	1	20	161	0
0.35	1	3	36	1	10	20	161	0
0.35	1	14	36	1	72	20	161	1
0.35	1	5	36	1	78	20	161	1
0.351	1	6	36	2	20	20	161	0
0.351	1	10	36	2	31	20	161	0
0.351	1	8	36	2	83	20	161	1
0.351	1	13	36	2	87	20	161	1
0.352	1	1	36	3	39	20	161	0
0.352	1	4	36	3	44	20	161	0
0.352	1	2	36	3	90	20	161	1
0.352	1	15	36	3	92	20	161	1
0.353	1	7	36	4	52	20	161	0
0.353	1	12	36	4	59	20	161	0
0.353	1	11	36	4	1	20	161	1
0.353	1	3	36	4	10	20	161	1
0.354	1	9	36	5	65	20	161	0
0.354	1	14	36	5	72	20	161	0
0.354	1	6	36	5	20	20	161	1
0.354	1	10	36	5	31	20	161	1
0.355	1	5	36	6	78	20	161	0
0.355	1	8	36	6	83	20	161	0
0.355	1	1	36	6	39	20	161	1
0.355	1	4	36	6	44	20	161	1
0.356	1	13	36	7	87	20	161	0
0.356	1	2	36	7	90	20	161	0
0.356	1	7	36	7	52	20	161	1
0.356	1	12	36	7	59	20	161	1
0.357	1	15	36	8	92	20	161	0
0.357	1	11	36	8	1	20	161	0
0.357	1	9	36	8	65	20	161	1
0.357	1	14	36	8	72	20	161	1
0.358	1	3	36	9	10	20	161	0
0.358	1	6	36	9	20	20	161	0
0.358	1	5	36	9	78	20	161	1
0.358	1	8	36	9	83	20	161	1
0.359	1	10	36	10	31	20	161	0
0.359	1	1	36	10	39	20	161	0
0.359	1	13	36	10	87	20	161	1
0.359	1	2	36	10	90	20	161	1
0.36	1	4	37	1	44	20	161	0
0.36	1	7	37	1	52	20	161	0
0.36	1	15	37	1	92	20	161	1
0.36	1	11	37	1	1	20	161	1
0.361	1	12	37	2	59	20	161	0
0.361	1	9	37	2	65	20	161	0
0.361	1	3	37	2	10	20	161	1
0.361	1	6	37	2	20	20	161	1
0.362	1	14	37	3	72	20	161	0
0.362	1	5	37	3	78	20	161	0
0.362	1	10	37	3	31	20	161	1
0.362	1	1	37	3	39	20	161	1
0.363	1	8	37	4	83	20	161	0
0.363	1	13	37	4	87	20	161	0
0.363	1	4	37	4	44	20	161	1
0.363	1	7	37	4	52	20	161	1
0.364	1	2	37	5	90	20	161	0
0.364	1	15	37	5	92	20	161	0
0.364	1	12	37	5	59	20	161	1
0.364	1	9	37	5	65	20	161	1
0.365	1	11	37	6	1	20	161	0
0.365	1	3	37	6	10	20	161	0
0.365	1	14	37	6	72	20	161	1
0.365	1	5	37	6	78	20	161	1
0.366	1	6	37	7	20	20	161	0
0.366	1	10	37	7	31	20	161	0
0.366	1	8	37	7	83	20	161	1
0.366	1	13	37	7	87	20	161	1
0.367	1	1	37	8	39	20	161	0
0.367	1	4	37	8	44	20	161	0
0.367	1	2	37	8	90	20	161	1
0.367	1	15	37	8	92	20	161	1
0.368	1	7	37	9	52	20	161	0
0.368	1	12	37	9	59	20	161	0
0.368	1	11	37	9	1	20	161	1
0.368	1	3	37	9	10	20	161	1
0.369	1	9	37	10	65	20	161	0
0.369	1	14	37	10	72	20	161	0
0.369	1	6	37	10	20	20	161	1
0.369	1	10	37	10	31	20	161	1
0.37	1	5	38	1	78	20	161	0
0.37	1	8	38	1	83	20	161	0
0.37	1	1	38	1	39	20	161	1
0.37	1	4	38	1	44	20	161	1
0.371	1	13	38	2	87	20	161	0
0.371	1	2	38	2	90	20	161	0
0.371	1	7	38	2	52	20	161	1
0.371	1	12	38	2	59	20	161	1
0.372	1	15	38	3	92	20	161	0
0.372	1	11	38	3	1	20	161	0
0.372	1	9	38	3	65	20	161	1
0.372	1	14	38	3	72	20	161	1
0.373	1	3	38	4	10	20	161	0
0.373	1	6	38	4	20	20	161	0
0.373	1	5	38	4	78	20	161	1
0.373	1	8	38	4	83	20	161	1
0.374	1	10	38	5	31	20	161	0
0.374	1	1	38	5	39	20	161	0
0.374	1	13	38	5	87	20	161	1
0.374	1	2	38	5	90	20	161	1
0.375	1	4	38	6	44	20	161	0
0.375	1	7	38	6	52	20	161	0
0.375	1	15	38	6	92	20	161	1
0.375	1	11	38	6	1	20	161	1
0.376	1	12	38	7	59	20	161	0
0.376	1	9	38	7	65	20	161	0
0.376	1	3	38	7	10	20	161	1
0.376	1	6	38	7	20	20	161	1
0.377	1	14	38	8	72	20	161	0
0.377	1	5	38	8	78	20	161	0
0.377	1	10	38	8	31	20	161	1
0.377	1	1	38	8	39	20	161	1
0.378	1	8	38	9	83	20	161	0
0.378	1	13	38	9	87	20	161	0
0.378	1	4	38	9	44	20	161	1
0.378	1	7	38	9	52	20	161	1
0.379	1	2	38	10	90	20	161	0
0.379	1	15	38	10	92	20	161	0
0.379	1	12	38	10	59	20	161	1
0.379	1	9	38	10	65	20	161	1
0.38	1	11	39	1	1	20	161	0
0.38	1	3	39	1	10	20	161	0
0.38	1	14	39	1	72	20	161	1
0.38	1	5	39	1	78	20	161	1
0.381	1	6	39	2	20	20	161	0
0.381	1	10	39	2	31	20	161	0
0.381	1	8	39	2	83	20	161	1
0.381	1	13	39	2	87	20	161	1
0.382	1	1	39	3	39	20	161	0
0.382	1	4	39	3	44	20	161	0
0.382	1	2	39	3	90	20	161	1
0.382	1	15	39	3	92	20	161	1
0.383	1	7	39	4	52	20	161	0
0.383	1	12	39	4	59	20	161	0
0.383	1	11	39	4	1	20	161	1
0.383	1	3	39	4	10	20	161	1
0.384	1	9	39	5	65	20	161	0
0.384	1	14	39	5	72	20	161	0
0.384	1	6	39	5	20	20	161	1
0.384	1	10	39	5	31	20	161	1
0.385	1	5	39	6	78	20	161	0
0.385	1	8	39	6	83	20	161	0
0.385	1	1	39	6	39	20	161	1
0.385	1	4	39	6	44	20	161	1
0.386	1	13	39	7	87	20	161	0
0.386	1	2	39	7	90	20	161	0
0.386	1	7	39	7	52	20	161	1
0.386	1	12	39	7	59	20	161	1
0.387	1	15	39	8	92	20	161	0
0.387	1	11	39	8	1	20	161	0
0.387	1	9	39	8	65	20	161	1
0.387	1	14	39	8	72	20	161	1
0.388	1	3	39	9	10	20	161	0
0.388	1	6	39	9	20	20	161	0
0.388	1	5	39	9	78	20	161	1
0.388	1	8	39	9	83	20	161	1
0.389	1	10	39	10	31	20	161	0
0.389	1	1	39	10	39	20	161	0
0.389	1	13	39	10	87	20	161	1
0.389	1	2	39	10	90	20	161	1
0.39	1	4	40	1	44	20	161	0
0.39	1	7	40	1	52	20	161	0
0.39	1	15	40	1	92	20	161	1
0.39	1	11	40	1	1	20	161	1
0.391	1	12	40	2	59	20	161	0
0.391	1	9	40	2	65	20	161	0
0.391	1	3	40	2	10	20	161	1
0.391	1	6	40	2	20	20	161	1
0.392	1	14	40	3	72	20	161	0
0.392	1	5	40	3	78	20	161	0
0.392	1	10	40	3	31	20	161	1
0.392	1	1	40	3	39	20	161	1
0.393	1	8	40	4	83	20	161	0
0.393	1	13	40	4	87	20	161	0
0.393	1	4	40	4	44	20	161	1
0.393	1	7	40	4	52	20	161	1
0.394	1	2	40	5	90	20	161	0
0.394	1	15	40	5	92	20	161	0
0.394	1	12	40	5	59	20	161	1
0.394	1	9	40	5	65	20	161	1
0.395	1	11	40	6	1	20	161	0
0.395	1	3	40	6	10	20	161	0
0.395	1	14	40	6	72	20	161	1
0.395	1	5	40	6	78	20	161	1
0.396	1	6	40	7	20	20	161	0
0.396	1	10	40	7	31	20	161	0
0.396	1	8	40	7	83	20	161	1
0.396	1	13	40	7	87	20	161	1
0.397	1	1	40	8	39	20	161	0
0.397	1	4	40	8	44	20	161	0
0.397	1	2	40	8	90	20	161	1
0.397	1	15	40	8	92	20	161	1
0.398	1	7	40	9	52	20	161	0
0.398	1	12	40	9	59	20	161	0
0.398	1	11	40	9	1	20	161	1
0.398	1	3	40	9	10	20	161	1
0.399	1	9	40	10	65	20	161	0
0.399	1	14	40	10	72	20	161	0
0.399	1	6	40	10	20	20	161	1
0.399	1	10	40	10	31	20	161	1
0.4	1	5	41	1	78	20	161	0
0.4	1	8	41	1	83	20	161	0
0.4	1	1	41	1	39	20	161	1
0.4	1	4	41	1	44	20	161	1
0.401	1	13	41	2	87	20	161	0
0.401	1	2	41	2	90	20	161	0
0.401	1	7	41	2	52	20	161	1
0.401	1	12	41	2	59	20	161	1
0.402	1	15	41	3	92	20	161	0
0.402	1	11	41	3	1	20	161	0
0.402	1	9	41	3	65	20	161	1
0.402	1	14	41	3	72	20	161	1
0.403	1	3	41	4	10	20	161	0
0.403	1	6	41	4	20	20	161	0
0.403	1	5	41	4	78	20	161	1
0.403	1	8	41	4	83	20	161	1
0.404	1	10	41	5	31	20	161	0
0.404	1	1	41	5	39	20	161	0
0.404	1	13	41	5	87	20	161	1
0.404	1	2	41	5	90	20	161	1
0.405	1	4	41	6	44	20	161	0
0.405	1	7	41	6	52	20	161	0
0.405	1	15	41	6	92	20	161	1
0.405	1	11	41	6	1	20	161	1
0.406	1	12	41	7	59	20	161	0
0.406	1	9	41	7	65	20	161	0
0.406	1	3	41	7	10	20	161	1
0.406	1	6	41	7	20	20	161	1
0.407	1	14	41	8	72	20	161	0
0.407	1	5	41	8	78	20	161	0
0.407	1	10	41	8	31	20	161	1
0.407	1	1	41	8	39	20	161	1
0.408	1	8	41	9	83	20	161	0
0.408	1	13	41	9	87	20	161	0
0.408	1	4	41	9	44	20	161	1
0.408	1	7	41	9	52	20	161	1
0.409	1	2	41	10	90	20	161	0
0.409	1	15	41	10	92	20	161	0
0.409	1	12	41	10	59	20	161	1
0.409	1	9	41	10	65	20	161	1
0.41	1	11	42	1	1	20	161	0
0.41	1	3	42	1	10	20	161	0
0.41	1	14	42	1	72	20	161	1
0.41	1	5	42	1	78	20	161	1
0.411	1	6	42	2	20	20	161	0
0.411	1	10	42	2	31	20	161	0
0.411	1	8	42	2	83	20	161	1
0.411	1	13	42	2	87	20	161	1
0.412	1	1	42	3	39	20	161	0
0.412	1	4	42	3	44	20	161	0
0.412	1	2	42	3	90	20	161	1
0.412	1	15	42	3	92	20	161	1
0.413	1	7	42	4	52	20	161	0
0.413	1	12	42	4	59	20	161	0
0.413	1	11	42	4	1	20	161	1
0.413	1	3	42	4	10	20	161	1
0.414	1	9	42	5	65	20	161	0
0.414	1	14	42	5	72	20	161	0
0.414	1	6	42	5	20	20	161	1
0.414	1	10	42	5	31	20	161	1
0.415	1	5	42	6	78	20	161	0
0.415	1	8	42	6	83	20	161	0
0.415	1	1	42	6	39	20	161	1
0.415	1	4	42	6	44	20	161	1
0.416	1	13	42	7	87	20	161	0
0.416	1	2	42	7	90	20	161	0
0.416	1	7	42	7	52	20	161	1
0.416	1	12	42	7	59	20	161	1
0.417	1	15	42	8	92	20	161	0
0.417	1	11	42	8	1	20	161	0
0.417	1	9	42	8	65	20	161	1
0.417	1	14	42	8	72	20	161	1
0.418	1	3	42	9	10	20	161	0
0.418	1	6	42	9	20	20	161	0
0.418	1	5	42	9	78	20	161	1
0.418	1	8	42	9	83	20	161	1
0.419	1	10	42	10	31	20	161	0
0.419	1	1	42	10	39	20	161	0
0.419	1	13	42	10	87	20	161	1
0.419	1	2	42	10	90	20	161	1
0.42	1	4	43	1	44	20	161	0
0.42	1	7	43	1	52	20	161	0
0.42	1	15	43	1	92	20	161	1
0.42	1	11	43	1	1	20	161	1
0.421	1	12	43	2	59	20	161	0
0.421	1	9	43	2	65	20	161	0
0.421	1	3	43	2	10	20	161	1
0.421	1	6	43	2	20	20	161	1
0.422	1	14	43	3	72	20	161	0
0.422	1	5	43	3	78	20	161	0
0.422	1	10	43	3	31	20	161	1
0.422	1	1	43	3	39	20	161	1
0.423	1	8	43	4	83	20	161	0
0.423	1	13	43	4	87	20	161	0
0.423	1	4	43	4	44	20	161	1
0.423	1	7	43	4	52	20	161	1
0.424	1	2	43	5	90	20	161	0
0.424	1	15	43	5	92	20	161	0
0.424	1	12	43	5	59	20	161	1
0.424	1	9	43	5	65	20	161	1
0.425	1	11	43	6	1	20	161	0
0.425	1	3	43	6	10	20	161	0
0.425	1	14	43	6	72	20	161	1
0.425	1	5	43	6	78	20	161	1
0.426	1	6	43	7	20	20	161	0
0.426	1	10	43	7	31	20	161	0
0.426	1	8	43	7	83	20	161	1
0.426	1	13	43	7	87	20	161	1
0.427	1	1	43	8	39	20	161	0
0.427	1	4	43	8	44	20	161	0
0.427	1	2	43	8	90	20	161	1
0.427	1	15	43	8	92	20	161	1
0.428	1	7	43	9	52	20	161	0
0.428	1	12	43	9	59	20	161	0
0.428	1	11	43	9	1	20	161	1
0.428	1	3	43	9	10	20	161	1
0.429	1	9	43	10	65	20	161	0
0.429	1	14	43	10	72	20	161	0
0.429	1	6	43	10	20	20	161	1
0.429	1	10	43	10	31	20	161	1
0.43	1	5	44	1	78	20	161	0
0.43	1	8	44	1	83	20	161	0
0.43	1	1	44	1	39	20	161	1
0.43	1	4	44	1	44	20	161	1
0.431	1	13	44	2	87	20	161	0
0.431	1	2	44	2	90	20	161	0
0.431	1	7	44	2	52	20	161	1
0.431	1	12	44	2	59	20	161	1
0.432	1	15	44	3	92	20	161	0
0.432	1	11	44	3	1	20	161	0
0.432	1	9	44	3	65	20	161	1
0.432	1	14	44	3	72	20	161	1
0.433	1	3	44	4	10	20	161	0
0.433	1	6	44	4	20	20	161	0
0.433	1	5	44	4	78	20	161	1
0.433	1	8	44	4	83	20	161	1
0.434	1	10	44	5	31	20	161	0
0.434	1	1	44	5	39	20	161	0
0.434	1	13	44	5	87	20	161	1
0.434	1	2	44	5	90	20	161	1
0.435	1	4	44	6	44	20	161	0
0.435	1	7	44	6	52	20	161	0
0.435	1	15	44	6	92	20	161	1
0.435	1	11	44	6	1	20	161	1
0.436	1	12	44	7	59	20	161	0
0.436	1	9	44	7	65	20	161	0
0.436	1	3	44	7	10	20	161	1
0.436	1	6	44	7	20	20	161	1
0.437	1	14	44	8	72	20	161	0
0.437	1	5	44	8	78	20	161	0
0.437	1	10	44	8	31	20	161	1
0.437	1	1	44	8	39	20	161	1
0.438	1	8	44	9	83	20	161	0
0.438	1	13	44	9	87	20	161	0
0.438	1	4	44	9	44	20	161	1
0.438	1	7	44	9	52	20	161	1
0.439	1	2	44	10	90	20	161	0
